,정거장,지역(도),지역(구)
9384,신흥마을입구,서울특별시,서초구
9385,래미안에스티지에스,서울특별시,서초구
9386,방배동대우효령아파트앞,서울특별시,서초구
9387,양재119안전센터앞,서울특별시,서초구
9388,방배빌딩.방배아트힐아파트정문,서울특별시,서초구
9389,서초힐스아파트,서울특별시,서초구
9390,서초포레스타입구,서울특별시,서초구
9391,이수역,서울특별시,서초구
9392,우성아파트.양재초등학교,서울특별시,서초구
9393,반포한강공원.세빛섬,서울특별시,서초구
9394,교대역3,서울특별시,서초구
9395,방일초교,서울특별시,서초구
9396,문화예술공원,서울특별시,서초구
9397,방배역1번출구,서울특별시,서초구
9398,방배동래미안아트힐.국립국악원,서울특별시,서초구
9399,대우효령아파트,서울특별시,서초구
9400,서초1동주민센터,서울특별시,서초구
9401,꽃마을,서울특별시,서초구
9402,교보사거리,서울특별시,서초구
9403,서초중학교,서울특별시,서초구
9404,더케이호텔정문,서울특별시,서초구
9405,이수중앙시장,서울특별시,서초구
9406,서울교대사거리,서울특별시,서초구
9407,본마을노인복지센터,서울특별시,서초구
9408,양재역,서울특별시,서초구
9409,롯데캐슬아파트,서울특별시,서초구
9410,서울지방법무사회,서울특별시,서초구
9411,신반포18차아파트,서울특별시,서초구
9412,고속터미널호남선,서울특별시,서초구
9413,삼환아파트,서울특별시,서초구
9414,서초역4번출구,서울특별시,서초구
9415,방배1동주민센터.방배아크로타워,서울특별시,서초구
9416,뱅뱅사거리,서울특별시,서초구
9417,서울고사거리,서울특별시,서초구
9418,서초1동사무소,서울특별시,서초구
9419,반포미도아파트앞,서울특별시,서초구
9420,삼성래미안.이수역방향,서울특별시,서초구
9421,서초3동주민센터,서울특별시,서초구
9422,농협서초동지점,서울특별시,서초구
9423,서울고등학교,서울특별시,서초구
9424,방배역.백석예술대학교,서울특별시,서초구
9425,새쟁이마을,서울특별시,서초구
9426,개나리골입구,서울특별시,서초구
9427,서초역,서울특별시,서초구
9428,대항병원.연세사랑병원,서울특별시,서초구
9429,우리수퍼,서울특별시,서초구
9430,호남고속터미널,서울특별시,서초구
9431,동부센트레빌2,서울특별시,서초구
9432,서초구청,서울특별시,서초구
9433,논현사거리.논현역4번출구,서울특별시,서초구
9434,서문여고,서울특별시,서초구
9435,경남임광아파트,서울특별시,서초구
9436,서초에코리치아파트,서울특별시,서초구
9437,HCN서초방송,서울특별시,서초구
9438,원불교,서울특별시,서초구
9439,반포리체,서울특별시,서초구
9440,한국회관.ROTC중앙회,서울특별시,서초구
9441,서초고후문,서울특별시,서초구
9442,교대역,서울특별시,서초구
9443,강남역.9번출구,서울특별시,서초구
9444,원불교,서울특별시,서초구
9445,네이처힐5단지,서울특별시,서초구
9446,서초아트자이아파트,서울특별시,서초구
9447,서초포레스타5단지정문,서울특별시,서초구
9448,동원산업,서울특별시,서초구
9449,현대멤피스2차아파트,서울특별시,서초구
9450,오거리,서울특별시,서초구
9451,구룡사,서울특별시,서초구
9452,양재역.서초문화예술회관,서울특별시,서초구
9453,반포종합운동장,서울특별시,서초구
9454,방배(백석예술대)역.서초프라자약국,서울특별시,서초구
9455,서울지방조달청.서울성모병원,서울특별시,서초구
9456,국제전자센터,서울특별시,서초구
9457,남부터미널.BC카드앞,서울특별시,서초구
9458,잠원한신아파트,서울특별시,서초구
9459,더케이호텔후문,서울특별시,서초구
9460,성뒤마을.교육연수원,서울특별시,서초구
9461,유경약국,서울특별시,서초구
9462,서초역,서울특별시,서초구
9463,서울시인재개발원.한우리문화센터,서울특별시,서초구
9464,함지박사거리,서울특별시,서초구
9465,구반포역,서울특별시,서초구
9466,염곡동구룡사,서울특별시,서초구
9467,방배(백석에술대)역 3번출구,서울특별시,서초구
9468,함지박사거리,서울특별시,서초구
9469,방배누리시아웨딩홀,서울특별시,서초구
9470,동덕여고,서울특별시,서초구
9471,고속터미널,서울특별시,서초구
9472,양재시민의숲,서울특별시,서초구
9473,안골마을,서울특별시,서초구
9474,서울교대정문,서울특별시,서초구
9475,논현역,서울특별시,서초구
9476,꽃마을,서울특별시,서초구
9477,국제전자센터,서울특별시,서초구
9478,반포고교,서울특별시,서초구
9479,총신대입구역.남성시장입구앞,서울특별시,서초구
9480,강남역.서초초교앞,서울특별시,서초구
9481,언남초등학교,서울특별시,서초구
9482,서이초등학교,서울특별시,서초구
9483,서울교통공사,서울특별시,서초구
9484,신반포13차아파트,서울특별시,서초구
9485,경남상가,서울특별시,서초구
9486,구립서초어린이도서관,서울특별시,서초구
9487,2호선교대역7번출구,서울특별시,서초구
9488,예술의전당,서울특별시,서초구
9489,양재동화물터미널,서울특별시,서초구
9490,방배사이길,서울특별시,서초구
9491,대우효령아파트,서울특별시,서초구
9492,반포센트럴푸르지오써밋아파트,서울특별시,서초구
9493,교보타워앞,서울특별시,서초구
9494,삼풍아파트,서울특별시,서초구
9495,롯데캐슬클래식,서울특별시,서초구
9496,헌인릉.강남서초예비군훈련장,서울특별시,서초구
9497,서초경찰서,서울특별시,서초구
9498,방배역,서울특별시,서초구
9499,반포래미안,서울특별시,서초구
9500,서초포레스타7단지,서울특별시,서초구
9501,현대캐피탈,서울특별시,서초구
9502,이수역,서울특별시,서초구
9503,서울특별시어린이병원.강동-송파예비군,서울특별시,서초구
9504,유원아파트,서울특별시,서초구
9505,서초에코리치아파트,서울특별시,서초구
9506,신중초등학교,서울특별시,서초구
9507,국악고교사거리,서울특별시,서초구
9508,대우효령아파트,서울특별시,서초구
9509,무지개아파트,서울특별시,서초구
9510,안골마을,서울특별시,서초구
9511,교육개발원입구,서울특별시,서초구
9512,뉴코아백화점,서울특별시,서초구
9513,반포래미안아이파크아파트,서울특별시,서초구
9514,서일초등학교,서울특별시,서초구
9515,남부터미널,서울특별시,서초구
9516,하이브랜드.코스트코.이마트,서울특별시,서초구
9517,서초구민체육센터.심산문화센터,서울특별시,서초구
9518,옛골,서울특별시,서초구
9519,센트럴시티,서울특별시,서초구
9520,반포2동주민센터,서울특별시,서초구
9521,이수교(방배본동),서울특별시,서초구
9522,국립국악원,서울특별시,서초구
9523,서초2동주민센터,서울특별시,서초구
9524,서초포레스타5단지정문,서울특별시,서초구
9525,경원중학교,서울특별시,서초구
9526,대교방송,서울특별시,서초구
9527,남태령역,서울특별시,서초구
9528,현대4차아파트,서울특별시,서초구
9529,뱅뱅사거리,서울특별시,서초구
9530,경문고등학교,서울특별시,서초구
9531,더미켈란아파트,서울특별시,서초구
9532,삼풍아파트,서울특별시,서초구
9533,방배동래미안아트힐.국립국악원,서울특별시,서초구
9534,서초역,서울특별시,서초구
9535,서울교통공사,서울특별시,서초구
9536,서초동삼성아파트,서울특별시,서초구
9537,서초동예술의전당,서울특별시,서초구
9538,이수역,서울특별시,서초구
9539,사당역12번출구,서울특별시,서초구
9540,방배역.백석대,서울특별시,서초구
9541,이수역5번출구,서울특별시,서초구
9542,카페골목입구,서울특별시,서초구
9543,도로교통공단서울지부.코트라,서울특별시,서초구
9544,교육개발원입구사거리,서울특별시,서초구
9545,임광아파트정문,서울특별시,서초구
9546,한신2차정문,서울특별시,서초구
9547,서초포레스타입구,서울특별시,서초구
9548,방배역,서울특별시,서초구
9549,이수중학교,서울특별시,서초구
9550,남부터미널,서울특별시,서초구
9551,우성아파트사거리,서울특별시,서초구
9552,강남역하나은행,서울특별시,서초구
9553,방배신삼호아파트,서울특별시,서초구
9554,KT연구개발센터정문,서울특별시,서초구
9555,논현역,서울특별시,서초구
9556,롯데칠성,서울특별시,서초구
9557,매일상가,서울특별시,서초구
9558,매헌초교,서울특별시,서초구
9559,내방역8번출구,서울특별시,서초구
9560,방배1동주민센터.방배아크로타워,서울특별시,서초구
9561,반포미도아파트앞,서울특별시,서초구
9562,AT센터.양재꽃시장,서울특별시,서초구
9563,남부터미널,서울특별시,서초구
9564,방배열린문화센터.가야치과병원,서울특별시,서초구
9565,오거리,서울특별시,서초구
9566,삽준네마을,서울특별시,서초구
9567,국립중앙도서관,서울특별시,서초구
9568,제약회관,서울특별시,서초구
9569,청계산입구역,서울특별시,서초구
9570,신동아아파트정문,서울특별시,서초구
9571,교대역6번출구,서울특별시,서초구
9572,LH3.4단지,서울특별시,서초구
9573,뱅뱅사거리,서울특별시,서초구
9574,언남고,서울특별시,서초구
9575,방배3동주민센터,서울특별시,서초구
9576,관현사입구,서울특별시,서초구
9577,서초구청,서울특별시,서초구
9578,창신교회,서울특별시,서초구
9579,송동마을.서초힐스아파트,서울특별시,서초구
9580,불교TV.서초어린이집,서울특별시,서초구
9581,삼성래미안아파트,서울특별시,서초구
9582,현대빌라.에코맘코리아,서울특별시,서초구
9583,사당역1번출구,서울특별시,서초구
9584,현대빌라,서울특별시,서초구
9585,탑성마을,서울특별시,서초구
9586,대검찰청.서초경찰서,서울특별시,서초구
9587,KT반포지사,서울특별시,서초구
9588,헌인농장,서울특별시,서초구
9589,서초구민체육센터,서울특별시,서초구
9590,반포종합운동장,서울특별시,서초구
9591,대우효령아파트,서울특별시,서초구
9592,교총회관,서울특별시,서초구
9593,롯데캐슬헤론아파트,서울특별시,서초구
9594,창신교회앞,서울특별시,서초구
9595,헌인릉.강남서초예비군훈련장,서울특별시,서초구
9596,양재노인종합복지관,서울특별시,서초구
9597,식유촌우면성당.서초에코리치,서울특별시,서초구
9598,서울중앙지방검찰청,서울특별시,서초구
9599,서초래미안아파트남문,서울특별시,서초구
9600,원불교,서울특별시,서초구
9601,내방역2번출구,서울특별시,서초구
9602,청계산입구역,서울특별시,서초구
9603,하나은행,서울특별시,서초구
9604,청계산입구역,서울특별시,서초구
9605,서초3동주민센터,서울특별시,서초구
9606,강남역.삼성전자,서울특별시,서초구
9607,방배열린문화센터(방배4동주민센터),서울특별시,서초구
9608,남부시장,서울특별시,서초구
9609,본마을,서울특별시,서초구
9610,법조단지,서울특별시,서초구
9611,한국소비자원,서울특별시,서초구
9612,서초문화예술정보학교후문,서울특별시,서초구
9613,방배고개,서울특별시,서초구
9614,논현사거리,서울특별시,서초구
9615,청호나이스,서울특별시,서초구
9616,서울성모병원,서울특별시,서초구
9617,임광아파트,서울특별시,서초구
9618,더케이호텔후문,서울특별시,서초구
9619,서초동무지개아파트,서울특별시,서초구
9620,래미안에스티지,서울특별시,서초구
9621,반포1동성당,서울특별시,서초구
9622,연세사랑병원,서울특별시,서초구
9623,서초역.3번출구,서울특별시,서초구
9624,서울교대,서울특별시,서초구
9625,현대빌라.에코맘코리아,서울특별시,서초구
9626,신반포역,서울특별시,서초구
9627,서초종합체육관,서울특별시,서초구
9628,남부터미널,서울특별시,서초구
9629,반포리체,서울특별시,서초구
9630,청계산.원터골,서울특별시,서초구
9631,사당역3번출구,서울특별시,서초구
9632,탑성마을,서울특별시,서초구
9633,서초문화예술정보학교.강남연세샘치과,서울특별시,서초구
9634,양재역.서초문화예술회관,서울특별시,서초구
9635,안골마을,서울특별시,서초구
9636,우성아파트,서울특별시,서초구
9637,추모공원입구,서울특별시,서초구
9638,서래초교,서울특별시,서초구
9639,서울고교,서울특별시,서초구
9640,미켈란아파트,서울특별시,서초구
9641,카페골목입구,서울특별시,서초구
9642,고속터미널,서울특별시,서초구
9643,서울교대정문앞,서울특별시,서초구
9644,황실자이아파트,서울특별시,서초구
9645,지하철3호선교대역,서울특별시,서초구
9646,방배동신동아아파트,서울특별시,서초구
9647,서초아트자이아파트,서울특별시,서초구
9648,염곡마을.내곡동주민센터,서울특별시,서초구
9649,여의2교,서울특별시,서초구
9650,방배열린문화센터.가야치과병원,서울특별시,서초구
9651,방배래미안타워,서울특별시,서초구
9652,구룡사입구,서울특별시,서초구
9653,신사동.더리버사이드호텔,서울특별시,서초구
9654,하나로마트.코트라,서울특별시,서초구
9655,개나리골입구,서울특별시,서초구
9656,서초중학교,서울특별시,서초구
9657,이수교,서울특별시,서초구
9658,동덕여중고,서울특별시,서초구
9659,노인정,서울특별시,서초구
9660,청호나이스,서울특별시,서초구
9661,서초1동주민센터,서울특별시,서초구
9662,교총회관,서울특별시,서초구
9663,탑성마을,서울특별시,서초구
9664,잠원한신아파트,서울특별시,서초구
9665,양재역7번출구.프라자약국,서울특별시,서초구
9666,교육개발원입구,서울특별시,서초구
9667,헌인마을.서울농업기술센터,서울특별시,서초구
9668,서초에코리치아파트,서울특별시,서초구
9669,이수역2번출구,서울특별시,서초구
9670,방배동래미안타워,서울특별시,서초구
9671,서초구립반포도서관.반포리체,서울특별시,서초구
9672,새원마을,서울특별시,서초구
9673,방배고개,서울특별시,서초구
9674,서울특별시어린이병원.강동-송파예비군,서울특별시,서초구
9675,주택단지,서울특별시,서초구
9676,사당역13번출구,서울특별시,서초구
9677,서초동유원아파트,서울특별시,서초구
9678,방배동래미안타워.동덕여중고,서울특별시,서초구
9679,서초푸르지오써밋,서울특별시,서초구
9680,서울교통공사,서울특별시,서초구
9681,신동아아파트앞,서울특별시,서초구
9682,kt연구소,서울특별시,서초구
9683,우성아파트,서울특별시,서초구
9684,서초래미안아파트정문,서울특별시,서초구
9685,서울중앙지방검찰청대검찰청,서울특별시,서초구
9686,방배동고개,서울특별시,서초구
9687,서울고교,서울특별시,서초구
9688,동부센트레빌1,서울특별시,서초구
9689,경원중학교,서울특별시,서초구
9690,우면주공아파트.양재1동주민센터,서울특별시,서초구
9691,코트라,서울특별시,서초구
9692,팔래스호텔,서울특별시,서초구
9693,서울지방조달청.서울성모병원,서울특별시,서초구
9694,언남고교,서울특별시,서초구
9695,구립서초어린이도서관,서울특별시,서초구
9696,서초구민체육센터.심산문화센터,서울특별시,서초구
9697,호남고속.신세계,서울특별시,서초구
9698,아크로비스타,서울특별시,서초구
9699,서초동예술의전당,서울특별시,서초구
9700,효성빌라,서울특별시,서초구
9701,내방역1번출구,서울특별시,서초구
9702,잠원역,서울특별시,서초구
9703,현대아파트.한국상담대학원대학교,서울특별시,서초구
9704,상도초등학교입구,서울특별시,동작구
9705,공군회관,서울특별시,동작구
9706,상도동중앙하이츠빌.상도전통시장,서울특별시,동작구
9707,신동아아파트,서울특별시,동작구
9708,빙수골공영주차장,서울특별시,동작구
9709,대림프라자,서울특별시,동작구
9710,이수역9번출구,서울특별시,동작구
9711,구동사무소,서울특별시,동작구
9712,상도2동아이파크.포스코더샵아파트,서울특별시,동작구
9713,대방역.여의교앞,서울특별시,동작구
9714,우성201동.극동112동,서울특별시,동작구
9715,숭실대별관앞,서울특별시,동작구
9716,신대방역,서울특별시,동작구
9717,봉현초등학교,서울특별시,동작구
9718,극동아파트112동,서울특별시,동작구
9719,신대방삼거리역,서울특별시,동작구
9720,보라매공원입구,서울특별시,동작구
9721,신상도초등학교,서울특별시,동작구
9722,상도감리교회.보건소,서울특별시,동작구
9723,중앙대학교,서울특별시,동작구
9724,숭실대정문앞,서울특별시,동작구
9725,신대방역,서울특별시,동작구
9726,신상도초등학교,서울특별시,동작구
9727,사당종합체육관,서울특별시,동작구
9728,상도3차삼성래미안후문,서울특별시,동작구
9729,동작문화복지센터.동작보건소,서울특별시,동작구
9730,장승배기역,서울특별시,동작구
9731,총신대,서울특별시,동작구
9732,상도터널노량진동,서울특별시,동작구
9733,장성교회,서울특별시,동작구
9734,이수역,서울특별시,동작구
9735,극동상가,서울특별시,동작구
9736,현대2차아파트후문,서울특별시,동작구
9737,경성의원.LG전자앞,서울특별시,동작구
9738,사당시장,서울특별시,동작구
9739,봉천고개.관악현대아파트,서울특별시,동작구
9740,노들역앞,서울특별시,동작구
9741,경향렉스빌.롯데캐슬,서울특별시,동작구
9742,벽산아파트,서울특별시,동작구
9743,숭실대정문앞,서울특별시,동작구
9744,7호선장승배기역.상도2치안센터,서울특별시,동작구
9745,흑석동한강현대아파트,서울특별시,동작구
9746,신동아상가,서울특별시,동작구
9747,쌍용아파트,서울특별시,동작구
9748,상도터널노량진동,서울특별시,동작구
9749,이수역10번출구,서울특별시,동작구
9750,봉천고개관악현대아파트,서울특별시,동작구
9751,달마사,서울특별시,동작구
9752,노들역.노량진교회,서울특별시,동작구
9753,상도터널상도동,서울특별시,동작구
9754,사당중학교,서울특별시,동작구
9755,남성초등학교,서울특별시,동작구
9756,동작역.국립현충원,서울특별시,동작구
9757,상도터널상도동,서울특별시,동작구
9758,영은교회,서울특별시,동작구
9759,동아아파트,서울특별시,동작구
9760,사당동대아신협앞,서울특별시,동작구
9761,남성역,서울특별시,동작구
9762,롯데캐슬,서울특별시,동작구
9763,동작구청정문,서울특별시,동작구
9764,동작대교전망카페,서울특별시,동작구
9765,동작실버센터입구,서울특별시,동작구
9766,동작역.국립현충원,서울특별시,동작구
9767,중앙대학교,서울특별시,동작구
9768,중앙대중문,서울특별시,동작구
9769,상도1동주민센터.상도3차래미안,서울특별시,동작구
9770,보라매병원입구,서울특별시,동작구
9771,상도동중앙하이츠빌.상도전통시장,서울특별시,동작구
9772,상도4동약수맨션,서울특별시,동작구
9773,구중앙슈퍼앞,서울특별시,동작구
9774,행복유치원,서울특별시,동작구
9775,제일성민교회,서울특별시,동작구
9776,동작문화복지센터.동작보건소,서울특별시,동작구
9777,테니스장.우성아파트304동,서울특별시,동작구
9778,로고스교회,서울특별시,동작구
9779,노들역4번출구앞,서울특별시,동작구
9780,총신대,서울특별시,동작구
9781,충남정육점,서울특별시,동작구
9782,당곡중.고등학교,서울특별시,동작구
9783,신대방역,서울특별시,동작구
9784,동작구청.노량진초등학교앞,서울특별시,동작구
9785,자이아파트정문앞,서울특별시,동작구
9786,명창빌딩,서울특별시,동작구
9787,상도시장,서울특별시,동작구
9788,자이아파트상가앞,서울특별시,동작구
9789,신대방경남아파트,서울특별시,동작구
9790,동작구청.노량진초등학교앞,서울특별시,동작구
9791,서울특별시.보라매병원,서울특별시,동작구
9792,숭실대별관앞,서울특별시,동작구
9793,금영빌딩,서울특별시,동작구
9794,보라매공원,서울특별시,동작구
9795,상도노빌리티아파트,서울특별시,동작구
9796,상도초등학교입구,서울특별시,동작구
9797,강남중학교앞,서울특별시,동작구
9798,상도1동주민센터.상도3차래미안,서울특별시,동작구
9799,달마사,서울특별시,동작구
9800,상도노빌리티아파트,서울특별시,동작구
9801,신대방삼거리,서울특별시,동작구
9802,사당솔밭도서관,서울특별시,동작구
9803,중앙대후문,서울특별시,동작구
9804,숭실대입구역,서울특별시,동작구
9805,상도시장,서울특별시,동작구
9806,남성초등학교,서울특별시,동작구
9807,흑석어린이집,서울특별시,동작구
9808,현대2차아파트후문,서울특별시,동작구
9809,7호선장승배기역.상도2치안센터,서울특별시,동작구
9810,정금마을,서울특별시,동작구
9811,중앙대정문,서울특별시,동작구
9812,남성역,서울특별시,동작구
9813,상도SH빌아파트상도팰리스후문,서울특별시,동작구
9814,성대시장,서울특별시,동작구
9815,중앙대후문,서울특별시,동작구
9816,신대방삼거리,서울특별시,동작구
9817,사당시장,서울특별시,동작구
9818,사당중학교,서울특별시,동작구
9819,사당역9번출구앞,서울특별시,동작구
9820,사자암,서울특별시,동작구
9821,숭실대입구역,서울특별시,동작구
9822,동작상떼빌아파트,서울특별시,동작구
9823,보문사,서울특별시,동작구
9824,상도4동약수맨션,서울특별시,동작구
9825,자이아파트정문앞,서울특별시,동작구
9826,극동아파트110동,서울특별시,동작구
9827,성대시장,서울특별시,동작구
9828,삼일공원,서울특별시,동작구
9829,대방역1번출구,서울특별시,동작구
9830,주택가,서울특별시,동작구
9831,상도2동아이파크.포스코더샵아파트,서울특별시,동작구
9832,강현중학교,서울특별시,동작구
9833,사당역10번출구,서울특별시,동작구
9834,보문사,서울특별시,동작구
9835,화성목욕탕,서울특별시,동작구
9836,극동아파트110동,서울특별시,동작구
9837,이수힐스테이트,서울특별시,동작구
9838,중앙대학교,서울특별시,동작구
9839,효주파크빌,서울특별시,동작구
9840,흑석역.명수대현대아파트,서울특별시,동작구
9841,숭실대입구역,서울특별시,동작구
9842,청화병원,서울특별시,동작구
9843,선재유통,서울특별시,동작구
9844,남성초등학교입구,서울특별시,동작구
9845,시장입구,서울특별시,동작구
9846,사당5치안센터,서울특별시,동작구
9847,상도4동성문교회,서울특별시,동작구
9848,중앙대정문,서울특별시,동작구
9849,삼성래미안.롯데캐슬,서울특별시,동작구
9850,대림아파트후문,서울특별시,동작구
9851,상도SH빌아파트상도팰리스후문,서울특별시,동작구
9852,대방역1번출구앞,서울특별시,동작구
9853,경향렉스빌.롯데캐슬,서울특별시,동작구
9854,삼성래미안아파트,서울특별시,동작구
9855,상도3차삼성래미안후문,서울특별시,동작구
9856,사자암,서울특별시,동작구
9857,사당3동주민센터.대림현대아파트,서울특별시,동작구
9858,강남중학교,서울특별시,동작구
9859,서울지방병무청앞,서울특별시,동작구
9860,신대방경남아파트,서울특별시,동작구
9861,중앙빌리지.동부센트레빌,서울특별시,동작구
9862,롯데캐슬.샤인,서울특별시,동작구
9863,롯데캐슬아파트,서울특별시,동작구
9864,남성초등학교.사당청소년문화의집,서울특별시,동작구
9865,사당시장,서울특별시,동작구
9866,삼거리,서울특별시,동작구
9867,신남성초교후문,서울특별시,동작구
9868,장은해그린아파트,서울특별시,동작구
9869,신대방1동경남아파트,서울특별시,동작구
9870,숭실대후문,서울특별시,동작구
9871,화성목욕탕,서울특별시,동작구
9872,대방어린이도서관,서울특별시,동작구
9873,성심슈퍼,서울특별시,동작구
9874,현대아이파크,서울특별시,동작구
9875,갑을명가,서울특별시,동작구
9876,성남중고,서울특별시,동작구
9877,청운종합복지관,서울특별시,동작구
9878,은로초등학교,서울특별시,동작구
9879,동작삼일수영장,서울특별시,동작구
9880,삼거리우편물취급소,서울특별시,동작구
9881,중앙대병원,서울특별시,동작구
9882,밤골터널,서울특별시,동작구
9883,대림아파트후문.성남중.고교,서울특별시,동작구
9884,국사봉중학교,서울특별시,동작구
9885,국민은행4번출구,서울특별시,동작구
9886,이수역,서울특별시,동작구
9887,대방동주민센터,서울특별시,동작구
9888,빙수골마을공원,서울특별시,동작구
9889,중앙대병원후문.흑석시장,서울특별시,동작구
9890,주택가,서울특별시,동작구
9891,백경세탁소,서울특별시,동작구
9892,중앙대중문,서울특별시,동작구
9893,정금마을,서울특별시,동작구
9894,7호선장승배기역2번출구,서울특별시,동작구
9895,삼일공원,서울특별시,동작구
9896,삼거리,서울특별시,동작구
9897,전문건설회관.보라매병원,서울특별시,동작구
9898,상도감리교회,서울특별시,동작구
9899,우성아파트,서울특별시,동작구
9900,중앙빌리지.동부센트레빌,서울특별시,동작구
9901,부강탕,서울특별시,동작구
9902,유앤미아파트,서울특별시,동작구
9903,동원베네스트,서울특별시,동작구
9904,9호선노량진역.동작구청,서울특별시,동작구
9905,전문건설회관.보라매병원,서울특별시,동작구
9906,동양아파트,서울특별시,동작구
9907,밤골,서울특별시,동작구
9908,아카데미타워,서울특별시,동작구
9909,빌라삼거리.영도교회.약수터,서울특별시,동작구
9910,신대방1동주민센터,서울특별시,동작구
9911,삼일초등학교앞,서울특별시,동작구
9912,동작경희병원,서울특별시,동작구
9913,현대아파트,서울특별시,동작구
9914,숭의여중고교.공군항공안전단,서울특별시,동작구
9915,대방동주공아파트,서울특별시,동작구
9916,공군회관,서울특별시,동작구
9917,동작고등학교,서울특별시,동작구
9918,남성초등학교.사당청소년문화의집,서울특별시,동작구
9919,동원베네스트,서울특별시,동작구
9920,신동아정문,서울특별시,동작구
9921,남부교회,서울특별시,동작구
9922,국사봉중학교,서울특별시,동작구
9923,보라매공원입구,서울특별시,동작구
9924,보라매공원,서울특별시,동작구
9925,장성교회,서울특별시,동작구
9926,신대방우성아파트앞,서울특별시,동작구
9927,교수아파트,서울특별시,동작구
9928,노량진한국법학교육원,서울특별시,동작구
9929,선재유통,서울특별시,동작구
9930,7호선신대방삼거리역2번출구.국민은행,서울특별시,동작구
9931,빙수골공영주차장,서울특별시,동작구
9932,신동아상가,서울특별시,동작구
9933,노량진신한은행,서울특별시,동작구
9934,영은교회,서울특별시,동작구
9935,방범초소,서울특별시,동작구
9936,갑을명가아파트,서울특별시,동작구
9937,당곡중.고등학교,서울특별시,동작구
9938,신남성초교입구,서울특별시,동작구
9939,새소망교회,서울특별시,동작구
9940,봉천고개현대아파트,서울특별시,동작구
9941,LG아파트상가,서울특별시,동작구
9942,사회복지관앞,서울특별시,동작구
9943,신동아관리사무소,서울특별시,동작구
9944,대방역2번출구앞,서울특별시,동작구
9945,경성의원.LG전자앞,서울특별시,동작구
9946,노량진역,서울특별시,동작구
9947,숭의여중고교.공군항공안전단,서울특별시,동작구
9948,동작하이슈퍼,서울특별시,동작구
9949,대림아파트,서울특별시,동작구
9950,제일성민교회,서울특별시,동작구
9951,동아아파트,서울특별시,동작구
9952,대림초등학교,서울특별시,동작구
9953,대림초등학교,서울특별시,동작구
9954,서울공업고등학교,서울특별시,동작구
9955,서울공업고등학교,서울특별시,동작구
9956,예술인마을,서울특별시,동작구
9957,사당1동관악시장앞,서울특별시,동작구
9958,동작역.국립현충원,서울특별시,동작구
9959,동작역.국립현충원,서울특별시,동작구
9960,흑석동한강현대아파트,서울특별시,동작구
9961,비계,서울특별시,동작구
9962,중앙대중문,서울특별시,동작구
9963,보라매어린이집.문창중학교,서울특별시,동작구
9964,중앙대병원후문.흑석시장,서울특별시,동작구
9965,신대방삼거리역.성대시장,서울특별시,동작구
9966,동작우체국,서울특별시,동작구
9967,KT동작전화국,서울특별시,동작구
9968,밤골,서울특별시,동작구
9969,중앙대정문,서울특별시,동작구
9970,신동아관리사무소,서울특별시,동작구
9971,동작우체국,서울특별시,동작구
9972,강남교회.오거리,서울특별시,동작구
9973,현진빌라.고마트,서울특별시,동작구
9974,건영아파트,서울특별시,동작구
9975,신동아아파트701동앞,서울특별시,동작구
9976,코오롱하늘채아파트,서울특별시,동작구
9977,신동아아파트701동앞,서울특별시,동작구
9978,삼성래미안.동작청소년문화의집,서울특별시,동작구
9979,신동아상가,서울특별시,동작구
9980,예스플러스,서울특별시,동작구
9981,상도역,서울특별시,동작구
9982,새소망교회,서울특별시,동작구
9983,중앙대부속초등학교,서울특별시,동작구
9984,대방목욕탕,서울특별시,동작구
9985,본동초등학교,서울특별시,동작구
9986,흑석동한강현대아파트,서울특별시,동작구
9987,비계,서울특별시,동작구
9988,흑석역.명수대현대아파트,서울특별시,동작구
9989,사육신공원,서울특별시,동작구
9990,사육신공원,서울특별시,동작구
9991,두산위브아파트,서울특별시,동작구
9992,상도3동주민센터,서울특별시,동작구
9993,양녕공영주차장,서울특별시,동작구
9994,흑석역.흑석동빗물펌프장,서울특별시,동작구
9995,흑석동명수대현대아파트,서울특별시,동작구
9996,흑석역.명수대현대아파트,서울특별시,동작구
9997,흑석동효사정앞,서울특별시,동작구
9998,약수맨션.약수당약국,서울특별시,동작구
9999,중앙대후문,서울특별시,동작구
10000,중앙대병원,서울특별시,동작구
10001,은로초등학교,서울특별시,동작구
10002,흑석동효사정앞,서울특별시,동작구
10003,노량진역,서울특별시,동작구
10004,노량진역,서울특별시,동작구
10005,총신대입구역.남성시장입구앞,서울특별시,동작구
10006,보라매역.동작세무서,서울특별시,동작구
10007,사당동우체국앞,서울특별시,동작구
10008,방배노인종합복지관,서울특별시,동작구
10009,대방역,서울특별시,동작구
10010,신남성초교입구,서울특별시,동작구
10011,KT동작지사,서울특별시,동작구
10012,삼호.오네뜨아파트,서울특별시,동작구
10013,사당5동주민센터,서울특별시,동작구
10014,신한은행앞.롯데백화점,서울특별시,동작구
10015,정금마을,서울특별시,동작구
10016,경문고교.배나무골앞,서울특별시,동작구
10017,갯마을앞,서울특별시,동작구
10018,노들역,서울특별시,동작구
10019,노들역,서울특별시,동작구
10020,정금마을.방배경찰서,서울특별시,동작구
10021,노들역,서울특별시,동작구
10022,노들역,서울특별시,동작구
10023,노량진역,서울특별시,동작구
10024,노량진역,서울특별시,동작구
10025,노량진수산시장.CTS기독교TV,서울특별시,동작구
