,정거장,지역(도),지역(구)
0,마장축산물시장,서울특별시,성동구
1,성수동SK아파트형공장앞,서울특별시,성동구
2,힐스테이트서울숲리버,서울특별시,성동구
3,금남시장앞.백범학원터,서울특별시,성동구
4,옥수파크힐스아파트앞,서울특별시,성동구
5,금호사거리,서울특별시,성동구
6,뚝도아리수정수센터수도박물관,서울특별시,성동구
7,우리은행.백범학원터,서울특별시,성동구
8,뚝도시장구길,서울특별시,성동구
9,한양여대앞,서울특별시,성동구
10,리버그린동아아파트,서울특별시,성동구
11,성수119안전센터,서울특별시,성동구
12,경수중학교입구,서울특별시,성동구
13,논골.e편한세상금호114동,서울특별시,성동구
14,한양대정문앞,서울특별시,성동구
15,뚝섬역4번출구,서울특별시,성동구
16,대경중입구,서울특별시,성동구
17,왕십리역,서울특별시,성동구
18,무학중학교.무학여고,서울특별시,성동구
19,왕약국,서울특별시,성동구
20,사근고개,서울특별시,성동구
21,금호사거리,서울특별시,성동구
22,성동제일새마을금고,서울특별시,성동구
23,경일초등학교입구,서울특별시,성동구
24,옥정중학교,서울특별시,성동구
25,금호역,서울특별시,성동구
26,상원,서울특별시,성동구
27,송정동자치회관입구,서울특별시,성동구
28,풍림아파트,서울특별시,성동구
29,성원중성수동이마트앞,서울특별시,성동구
30,성동세무서앞,서울특별시,성동구
31,성수119안전센터,서울특별시,성동구
32,두산아파트정문.금호역,서울특별시,성동구
33,옥수삼성아파트,서울특별시,성동구
34,신금호역,서울특별시,성동구
35,천은교회,서울특별시,성동구
36,미타사입구,서울특별시,성동구
37,두산아파트정문.금호역,서울특별시,성동구
38,금옥초등학교앞,서울특별시,성동구
39,성수2가3동주민센터,서울특별시,성동구
40,신답역,서울특별시,성동구
41,현대공업사앞,서울특별시,성동구
42,도선고등학교.꽃재교회,서울특별시,성동구
43,신동아아파트,서울특별시,성동구
44,응봉동현대아파트,서울특별시,성동구
45,응봉동주민센터,서울특별시,성동구
46,GS주유소,서울특별시,성동구
47,경일초등학교입구,서울특별시,성동구
48,마장동금호아파트,서울특별시,성동구
49,무학여고,서울특별시,성동구
50,응봉초등학교.대림아파트,서울특별시,성동구
51,왕십리자이.신당현대아파트,서울특별시,성동구
52,사근동벽산아파트,서울특별시,성동구
53,한진아파트후문,서울특별시,성동구
54,대림아파트,서울특별시,성동구
55,왕약국,서울특별시,성동구
56,행당2동주민센터,서울특별시,성동구
57,e편한세상금호117동,서울특별시,성동구
58,응봉사거리,서울특별시,성동구
59,금호어린이집,서울특별시,성동구
60,이마트.서울숲힐스테이트아파트,서울특별시,성동구
61,성동제일새마을금고,서울특별시,성동구
62,성수2가3동주민센터.성수지구대,서울특별시,성동구
63,옥수종합사회복지관,서울특별시,성동구
64,신동아아파트후문,서울특별시,성동구
65,왕십리역,서울특별시,성동구
66,응봉사거리,서울특별시,성동구
67,삼성래미안아파트,서울특별시,성동구
68,무학여고,서울특별시,성동구
69,행당2동주민센터,서울특별시,성동구
70,군자교남단,서울특별시,성동구
71,중앙슈퍼,서울특별시,성동구
72,한양대앞,서울특별시,성동구
73,상왕십리역,서울특별시,성동구
74,무학여고앞,서울특별시,성동구
75,중앙슈퍼,서울특별시,성동구
76,경일초등학교앞,서울특별시,성동구
77,한전입구,서울특별시,성동구
78,뚝도시장,서울특별시,성동구
79,금호사거리,서울특별시,성동구
80,중앙병원,서울특별시,성동구
81,행당푸르지오아파트,서울특별시,성동구
82,한양지구대,서울특별시,성동구
83,벽산아파트정문,서울특별시,성동구
84,한양대부속고등학교,서울특별시,성동구
85,행당중학교,서울특별시,성동구
86,무학여고,서울특별시,성동구
87,뚝섬서울숲,서울특별시,성동구
88,금호산입구,서울특별시,성동구
89,무학중학교.무학여고,서울특별시,성동구
90,금호119안전센터,서울특별시,성동구
91,한신아파트,서울특별시,성동구
92,성수동차고지,서울특별시,성동구
93,마장동주민센타,서울특별시,성동구
94,성동구청,서울특별시,성동구
95,금남시장앞.백범학원터,서울특별시,성동구
96,숭신초등학교,서울특별시,성동구
97,마장동주민센터,서울특별시,성동구
98,대현산체육관입구,서울특별시,성동구
99,왕십리광장.왕십리역7번출구,서울특별시,성동구
100,신금호파크자이아파트후문,서울특별시,성동구
101,성수1가1동새마을금고,서울특별시,성동구
102,성동교남단,서울특별시,성동구
103,금호119안전센터,서울특별시,성동구
104,성수사거리,서울특별시,성동구
105,금호공원,서울특별시,성동구
106,왕십리광장.왕십리역4번출구,서울특별시,성동구
107,대림아파트후문,서울특별시,성동구
108,화단앞,서울특별시,성동구
109,옥수동삼성아파트,서울특별시,성동구
110,응봉역.광희중,서울특별시,성동구
111,성원중성수동이마트앞,서울특별시,성동구
112,논골사거리,서울특별시,성동구
113,뚝도시장구길,서울특별시,성동구
114,성동구청,서울특별시,성동구
115,행당서울숲푸르지오109동앞,서울특별시,성동구
116,서울효사랑병원,서울특별시,성동구
117,한양여대앞,서울특별시,성동구
118,성동사회복지관.청계천문화관,서울특별시,성동구
119,제인병원,서울특별시,성동구
120,성동구민종합체육센타,서울특별시,성동구
121,대현산체육관입구,서울특별시,성동구
122,왕십리자이.신당현대아파트,서울특별시,성동구
123,서울숲,서울특별시,성동구
124,서울교통공사.서울새활용플라자,서울특별시,성동구
125,성동구민종합체육센타,서울특별시,성동구
126,삼성아파트입구,서울특별시,성동구
127,왕십리도선동주민센터,서울특별시,성동구
128,제민약국,서울특별시,성동구
129,논골신협.대림아파트후문,서울특별시,성동구
130,성동보건소,서울특별시,성동구
131,마장동금호아파트,서울특별시,성동구
132,행당서울숲푸르지오상가앞,서울특별시,성동구
133,성동세무서,서울특별시,성동구
134,금호동벽산아파트,서울특별시,성동구
135,행당신동아.행당푸르지오아파트,서울특별시,성동구
136,삼거리정자앞,서울특별시,성동구
137,뚝섬역3번5번출구,서울특별시,성동구
138,대경정보산업고등학교,서울특별시,성동구
139,왕십리자이아파트107동,서울특별시,성동구
140,금남시장.화단앞,서울특별시,성동구
141,성수공고앞,서울특별시,성동구
142,삼거리정자,서울특별시,성동구
143,상원,서울특별시,성동구
144,성수역,서울특별시,성동구
145,코스모타워,서울특별시,성동구
146,영동대교북단,서울특별시,성동구
147,용답동동부시장답십리역,서울특별시,성동구
148,행당서울숲푸르지오상가앞,서울특별시,성동구
149,성수초등학교,서울특별시,성동구
150,사근동하이츠아파트앞,서울특별시,성동구
151,성수역,서울특별시,성동구
152,경수중학교,서울특별시,성동구
153,도선동사거리,서울특별시,성동구
154,풍림아이원아파트후문,서울특별시,성동구
155,원형화단,서울특별시,성동구
156,서울숲리버뷰자이아파트제2주차장,서울특별시,성동구
157,극동그린아파트앞,서울특별시,성동구
158,서울숲지구대앞,서울특별시,성동구
159,사근동주민센터,서울특별시,성동구
160,신금호역,서울특별시,성동구
161,옥수종합사회복지관,서울특별시,성동구
162,성동구청,서울특별시,성동구
163,한양지구대,서울특별시,성동구
164,금호고등학교,서울특별시,성동구
165,서울숲리버뷰자이아파트제1주차장,서울특별시,성동구
166,사근동하이츠아파트앞,서울특별시,성동구
167,한양대동문앞,서울특별시,성동구
168,금호역,서울특별시,성동구
169,상왕십리역,서울특별시,성동구
170,옥정중학교,서울특별시,성동구
171,한남하이츠아파트,서울특별시,성동구
172,대우아파트후문,서울특별시,성동구
173,금호공원,서울특별시,성동구
174,논골사거리,서울특별시,성동구
175,코스모타워,서울특별시,성동구
176,영동대교,서울특별시,성동구
177,응봉근린공원.금호산,서울특별시,성동구
178,옥수동종점,서울특별시,성동구
179,무학여고,서울특별시,성동구
180,한양대정문,서울특별시,성동구
181,럭키슈퍼,서울특별시,성동구
182,응봉하이퍼마트,서울특별시,성동구
183,송정동건영아파트,서울특별시,성동구
184,신답역명문예식장,서울특별시,성동구
185,극동아파트,서울특별시,성동구
186,논골.금호벽산아파트.성동공유센터,서울특별시,성동구
187,리버하우스,서울특별시,성동구
188,신답역명문예식장,서울특별시,성동구
189,청계벽산아파트.텐즈힐아파트,서울특별시,성동구
190,성동구도시관리공단.서울시시설관리공단,서울특별시,성동구
191,국민은행입구,서울특별시,성동구
192,응봉동현대아파트,서울특별시,성동구
193,금봉어린이집.또또와마트,서울특별시,성동구
194,중앙병원앞,서울특별시,성동구
195,왕십리광장.왕십리역7번출구,서울특별시,성동구
196,천주교성수동성당앞,서울특별시,성동구
197,금호역,서울특별시,성동구
198,응봉사거리,서울특별시,성동구
199,금호초등학교,서울특별시,성동구
200,행당역.대림아파트정문,서울특별시,성동구
201,성동구청,서울특별시,성동구
202,옥수파크힐스아파트앞,서울특별시,성동구
203,금옥초등학교입구,서울특별시,성동구
204,대림상가,서울특별시,성동구
205,옥수동주민센터.옥수동성당,서울특별시,성동구
206,벽산아파트정문,서울특별시,성동구
207,화단삼거리,서울특별시,성동구
208,응봉사거리,서울특별시,성동구
209,뚝섬서울숲남문,서울특별시,성동구
210,천주교성수동성당앞,서울특별시,성동구
211,천은교회,서울특별시,성동구
212,송정동현대아이파크아파트,서울특별시,성동구
213,경동초등학교입구,서울특별시,성동구
214,서울숲푸르지오아파트후문,서울특별시,성동구
215,행당역,서울특별시,성동구
216,무쇠막,서울특별시,성동구
217,동방빌딩,서울특별시,성동구
218,왕십리KCC스위첸아파트,서울특별시,성동구
219,행당서울숲푸르지오109동앞,서울특별시,성동구
220,왕십리민자역사,서울특별시,성동구
221,영동대교북단,서울특별시,성동구
222,우리은행화양동지점,서울특별시,성동구
223,서울숲리버뷰자이아파트제2주차장,서울특별시,성동구
224,뚝도아리수정수센터수도박물관,서울특별시,성동구
225,삼성래미안아파트앞,서울특별시,성동구
226,래미안하이리버아파트,서울특별시,성동구
227,신금호역,서울특별시,성동구
228,경일초등학교앞,서울특별시,성동구
229,뚝섬서울숲남문,서울특별시,성동구
230,스탠다드차타드은행성수2가지점,서울특별시,성동구
231,리버하우스,서울특별시,성동구
232,극동.풍림아파트,서울특별시,성동구
233,황학교.텐즈힐몰,서울특별시,성동구
234,성동세무서,서울특별시,성동구
235,응봉초등학교.대림아파트,서울특별시,성동구
236,성수동대호빌라입구,서울특별시,성동구
237,금호어린이집,서울특별시,성동구
238,럭키슈퍼,서울특별시,성동구
239,성수동SK아파트형공장앞,서울특별시,성동구
240,모닝후레쉬,서울특별시,성동구
241,신금호역,서울특별시,성동구
242,금호사거리,서울특별시,성동구
243,도선사거리,서울특별시,성동구
244,성수2가3동주민센터,서울특별시,성동구
245,벽산아파트,서울특별시,성동구
246,무학여고,서울특별시,성동구
247,서울숲푸르지오아파트정문,서울특별시,성동구
248,마장축산물시장,서울특별시,성동구
249,노룬산시장앞,서울특별시,성동구
250,서울숲,서울특별시,성동구
251,한양대부속고등학교,서울특별시,성동구
252,한양대앞.한양시장,서울특별시,성동구
253,금호산입구,서울특별시,성동구
254,만물상회앞,서울특별시,성동구
255,응봉역.광희중,서울특별시,성동구
256,응봉동현대아파트,서울특별시,성동구
257,마장동축산물시장,서울특별시,성동구
258,현대공업사앞,서울특별시,성동구
259,상왕십리역,서울특별시,성동구
260,제일감리교회,서울특별시,성동구
261,사근동주민센터,서울특별시,성동구
262,신한은행,서울특별시,성동구
263,서울숲코오롱디지털타워2차,서울특별시,성동구
264,성수공고앞,서울특별시,성동구
265,논골입구.성동공유센터,서울특별시,성동구
266,신동아아파트후문,서울특별시,성동구
267,행당역,서울특별시,성동구
268,왕십리도선동주민센터,서울특별시,성동구
269,상왕십리역,서울특별시,성동구
270,뚝섬역2번출구,서울특별시,성동구
271,옥수역,서울특별시,성동구
272,옥수동삼성아파트,서울특별시,성동구
273,상봉노인정앞,서울특별시,성동구
274,성수1가새마을금고,서울특별시,성동구
275,청계벽산아파트.텐즈힐아파트,서울특별시,성동구
276,충북상회,서울특별시,성동구
277,왕십리교회,서울특별시,성동구
278,도선사거리,서울특별시,성동구
279,논골신협.대림아파트후문,서울특별시,성동구
280,금남시장앞.백범학원터,서울특별시,성동구
281,대경정보산업고등학교,서울특별시,성동구
282,응봉주민센터,서울특별시,성동구
283,왕십리역,서울특별시,성동구
284,금북초등학교.e편한세상금호105동,서울특별시,성동구
285,금옥초등학교앞,서울특별시,성동구
286,금봉어린이집.또또와마트,서울특별시,성동구
287,성동교남단,서울특별시,성동구
288,청계벽산아파트,서울특별시,성동구
289,송정동자치회관입구,서울특별시,성동구
290,왕십리2동주민센터,서울특별시,성동구
291,뚝섬서울숲,서울특별시,성동구
292,성동노인복지관,서울특별시,성동구
293,경수중학교,서울특별시,성동구
294,뚝도시장,서울특별시,성동구
295,성수사거리,서울특별시,성동구
296,뚝섬역8번출구,서울특별시,성동구
297,응봉동주민센터,서울특별시,성동구
298,경동초등학교입구,서울특별시,성동구
299,뉴타운아파트,서울특별시,성동구
300,옥수삼성아파트,서울특별시,성동구
301,왕십리자이.신당현대아파트,서울특별시,성동구
302,무학여고,서울특별시,성동구
303,행당동삼부아파트,서울특별시,성동구
304,삼성래미안아파트앞,서울특별시,성동구
305,상왕십리역,서울특별시,성동구
306,송정동서울숲아이파크,서울특별시,성동구
307,지하철2호선성수역,서울특별시,성동구
308,행당1동주민센터.성동소방서,서울특별시,성동구
309,서울숲지구대앞,서울특별시,성동구
310,서울숲코오롱디지털타워2차,서울특별시,성동구
311,한신아파트,서울특별시,성동구
312,성수동대호빌라입구,서울특별시,성동구
313,영동대교,서울특별시,성동구
314,사근고개,서울특별시,성동구
315,극동그린아파트,서울특별시,성동구
316,금호초등학교,서울특별시,성동구
317,화양사거리,서울특별시,성동구
318,장한평역,서울특별시,성동구
319,답십리역사거리,서울특별시,성동구
320,청년회의소.서울새활용플라자,서울특별시,성동구
321,화단삼거리,서울특별시,성동구
322,우리은행.백범학원터,서울특별시,성동구
323,옥정중학교,서울특별시,성동구
324,금호삼성래미안,서울특별시,성동구
325,래미안옥수리버젠아파트상가,서울특별시,성동구
326,옥정중학교입구,서울특별시,성동구
327,옥수삼성아파트,서울특별시,성동구
328,응봉현대아파트,서울특별시,성동구
329,금옥초등학교.금호대우아파트,서울특별시,성동구
330,금호사거리,서울특별시,성동구
331,래미안옥수리버젠아파트,서울특별시,성동구
332,금호삼성래미안,서울특별시,성동구
333,응봉주민센터,서울특별시,성동구
334,금호사거리,서울특별시,성동구
335,국민은행,서울특별시,성동구
336,옥정중학교입구,서울특별시,성동구
337,옥수삼성아파트,서울특별시,성동구
338,금옥초등학교.금호대우아파트,서울특별시,성동구
339,응봉현대아파트,서울특별시,성동구
340,국민은행,서울특별시,성동구
341,삼성아파트정문,서울특별시,성동구
342,금호역.3호선,서울특별시,성동구
343,금호역,서울특별시,성동구
344,한라시그마밸리,서울특별시,성동구
345,동부경찰관기동대,서울특별시,성동구
346,동부경찰관기동대,서울특별시,성동구
347,서울숲역,서울특별시,성동구
348,성동구민체육센터,서울특별시,성동구
349,성동구민종합체육센터,서울특별시,성동구
350,언더스탠드애비뉴,서울특별시,성동구
351,언더스탠드애비뉴,서울특별시,성동구
352,뚝섬서울숲,서울특별시,성동구
353,뚝섬서울숲,서울특별시,성동구
354,옥수역5.6번출구,서울특별시,성동구
355,성수대교북단교차로,서울특별시,성동구
356,옥수파크힐스아파트,서울특별시,성동구
357,옥수파크힐스아파트,서울특별시,성동구
358,마장역,서울특별시,성동구
359,마장역,서울특별시,성동구
360,마장역,서울특별시,성동구
361,마장역,서울특별시,성동구
362,옥정초등학교,서울특별시,성동구
363,금호고등학교,서울특별시,성동구
364,e편한세상금호109동,서울특별시,성동구
365,신답초등학교.청계한신휴플러스,서울특별시,성동구
366,청계한신휴플러스,서울특별시,성동구
367,동대문구청.용두역,서울특별시,성동구
368,신답초등학교.청계한신휴플러스,서울특별시,성동구
369,신답역앞,서울특별시,성동구
370,왕십리센트라스아파트,서울특별시,성동구
371,래미안옥수리버젠아파트,서울특별시,성동구
372,금호정형외과,서울특별시,성동구
373,금호고등학교.금호자이1차아파트입구,서울특별시,성동구
374,성동노인종합복지관,서울특별시,성동구
375,금호고등학교앞,서울특별시,성동구
376,광희중학교.응봉역,서울특별시,성동구
377,한신아파트후문,서울특별시,성동구
378,한신아파트정문,서울특별시,성동구
379,민자역사후문,서울특별시,성동구
380,삼성래미안아파트,서울특별시,성동구
381,민자역사후문,서울특별시,성동구
382,금북초등학교입구,서울특별시,성동구
383,중앙하이츠아파트,서울특별시,성동구
384,신금호역,서울특별시,성동구
385,금호1가동주민센터,서울특별시,성동구
386,금호1가동주민센터,서울특별시,성동구
387,대현산배수지공원앞,서울특별시,성동구
388,선영약국,서울특별시,성동구
389,옥수동주민센터.옥수동성당,서울특별시,성동구
390,중앙하이츠아파트,서울특별시,성동구
391,텐즈힐아파트101동.115동,서울특별시,성동구
392,숭신초등학교.도선고등학교앞,서울특별시,성동구
393,왕십리도선동주민센터,서울특별시,성동구
394,텐즈힐아파트120동.213동앞,서울특별시,성동구
395,왕십리중앙교회,서울특별시,성동구
396,마장동현대아파트,서울특별시,성동구
397,마장2교사거리,서울특별시,성동구
398,마장2교사거리,서울특별시,성동구
399,청계장원아파트,서울특별시,성동구
400,청계장원아파트,서울특별시,성동구
401,옥수교회,서울특별시,성동구
402,텐즈힐아파트107동앞,서울특별시,성동구
403,응봉동현대아파트,서울특별시,성동구
404,논골.대림아파트107동.금호동벽산아파트,서울특별시,성동구
405,서울숲푸르지오아파트,서울특별시,성동구
406,서울숲역,서울특별시,성동구
407,한라시그마밸리앞,서울특별시,성동구
408,이마트.서울숲힐스테이트아파트,서울특별시,성동구
409,성수역3번출구,서울특별시,성동구
410,꿈의숲해링턴아파트105동앞,서울특별시,강북구
411,강북구민운동장.4단지,서울특별시,강북구
412,주공1.2단지한진아파트,서울특별시,강북구
413,수유역.강북구청,서울특별시,강북구
414,강북보건소.번2동주민센터,서울특별시,강북구
415,번동주공1단지,서울특별시,강북구
416,아카데미하우스.통일교육원,서울특별시,강북구
417,강북구청,서울특별시,강북구
418,꿈의숲롯데캐슬아파트,서울특별시,강북구
419,장미맨션,서울특별시,강북구
420,페리카나치킨,서울특별시,강북구
421,벽산아파트,서울특별시,강북구
422,덕성여대솔밭근린공원,서울특별시,강북구
423,수유역,서울특별시,강북구
424,한신대학교,서울특별시,강북구
425,수유역,서울특별시,강북구
426,우이동주민센터입구,서울특별시,강북구
427,요진아파트,서울특별시,강북구
428,국립4.19민주묘지입구사거리,서울특별시,강북구
429,미아사거리역.롯데백화점,서울특별시,강북구
430,수유2동주민센터우이시장,서울특별시,강북구
431,미아사거리역,서울특별시,강북구
432,구.삼양극장,서울특별시,강북구
433,주공1.2단지한진아파트,서울특별시,강북구
434,북부성모병원,서울특별시,강북구
435,한빛맹학교 앞 GS편의점,서울특별시,강북구
436,서울정인학교,서울특별시,강북구
437,한영교회,서울특별시,강북구
438,번동5거리.북부노동지청,서울특별시,강북구
439,수연슈퍼,서울특별시,강북구
440,번동해모로아파트,서울특별시,강북구
441,강북청소년수련관,서울특별시,강북구
442,인수동백운교회입구,서울특별시,강북구
443,기도원입구,서울특별시,강북구
444,산장빌라,서울특별시,강북구
445,삼양시장.롯데마트,서울특별시,강북구
446,수유역.노스페이스문화센터,서울특별시,강북구
447,한빛예술단,서울특별시,강북구
448,쌍문교,서울특별시,강북구
449,페리카나치킨,서울특별시,강북구
450,진성빌라사거리,서울특별시,강북구
451,수유3동우체국,서울특별시,강북구
452,가오리역,서울특별시,강북구
453,강북중학교,서울특별시,강북구
454,광성슈퍼,서울특별시,강북구
455,미아사거리,서울특별시,강북구
456,미아역1번출구,서울특별시,강북구
457,삼양동사거리,서울특별시,강북구
458,무량사입구,서울특별시,강북구
459,국립4.19민주묘지입구사거리,서울특별시,강북구
460,성우아파트,서울특별시,강북구
461,꿈의숲주차장입구,서울특별시,강북구
462,미아역6번출구,서울특별시,강북구
463,영암마트,서울특별시,강북구
464,미양중고등학교.팔팔·미송경로당,서울특별시,강북구
465,인수동청수탕입구,서울특별시,강북구
466,영신여객차고지(우이동종점),서울특별시,강북구
467,유진슈퍼,서울특별시,강북구
468,강북보건소,서울특별시,강북구
469,강북경찰서입구,서울특별시,강북구
470,무량사입구,서울특별시,강북구
471,강북구민운동장.4단지,서울특별시,강북구
472,강북구보건소삼각산분소,서울특별시,강북구
473,미아사거리역,서울특별시,강북구
474,오현초등학교,서울특별시,강북구
475,신창교,서울특별시,강북구
476,수유사거리,서울특별시,강북구
477,형제슈퍼,서울특별시,강북구
478,경남아너스빌정문,서울특별시,강북구
479,우일빌딩앞,서울특별시,강북구
480,8번지슈퍼,서울특별시,강북구
481,삼양초등학교,서울특별시,강북구
482,동아할인마트,서울특별시,강북구
483,삼양동사거리,서울특별시,강북구
484,수유3동우체국,서울특별시,강북구
485,두산위브아파트입구,서울특별시,강북구
486,솔샘터널,서울특별시,강북구
487,북부성모의원,서울특별시,강북구
488,삼각산동삼각산아이원아파트정문,서울특별시,강북구
489,국립419민주묘지삼거리.윤극영가옥,서울특별시,강북구
490,국립재활원,서울특별시,강북구
491,번동슈퍼,서울특별시,강북구
492,신구한일아파트입구,서울특별시,강북구
493,삼양오거리,서울특별시,강북구
494,삼성화재강북지점,서울특별시,강북구
495,송중동주민센터,서울특별시,강북구
496,강북구보건소삼각산분소,서울특별시,강북구
497,수유사거리,서울특별시,강북구
498,우이동성원아파트,서울특별시,강북구
499,남양빌라,서울특별시,강북구
500,삼광학원,서울특별시,강북구
501,청수탕,서울특별시,강북구
502,강북종합시장,서울특별시,강북구
503,형제슈퍼,서울특별시,강북구
504,서라벌중학교.우이동대우아파트,서울특별시,강북구
505,수유역.강북구청,서울특별시,강북구
506,수유역,서울특별시,강북구
507,8번지입구,서울특별시,강북구
508,우이동도선사입구.북한산우이역,서울특별시,강북구
509,도봉세무서.성북시장,서울특별시,강북구
510,인수동청수탕입구,서울특별시,강북구
511,경남아너스빌.꿈의숲해링턴아파트,서울특별시,강북구
512,송중초등학교,서울특별시,강북구
513,국제가스.신일병원,서울특별시,강북구
514,삼흥연립,서울특별시,강북구
515,우이3교,서울특별시,강북구
516,강북구의회.강북문화예술회관,서울특별시,강북구
517,번동주공아파트3단지4단지,서울특별시,강북구
518,하나은행.새마을금고,서울특별시,강북구
519,동문굿모닝힐,서울특별시,강북구
520,화계사입구.종점,서울특별시,강북구
521,경남아파트,서울특별시,강북구
522,강북중학교,서울특별시,강북구
523,주공1.2단지한진아파트,서울특별시,강북구
524,빨래골,서울특별시,강북구
525,향천사입구,서울특별시,강북구
526,달팽이계단,서울특별시,강북구
527,주공3단지정문,서울특별시,강북구
528,국립4.19민주묘지입구사거리,서울특별시,강북구
529,해청빌라,서울특별시,강북구
530,송중동주민센터앞,서울특별시,강북구
531,삼양시장,서울특별시,강북구
532,인수동장미원,서울특별시,강북구
533,청화슈퍼,서울특별시,강북구
534,빨래골입구,서울특별시,강북구
535,수유3동우체국,서울특별시,강북구
536,영순슈퍼,서울특별시,강북구
537,수송초등학교,서울특별시,강북구
538,우광타운,서울특별시,강북구
539,송암교회.화계사거리,서울특별시,강북구
540,근현대사기념관,서울특별시,강북구
541,번3동주민센터,서울특별시,강북구
542,한국전력공사,서울특별시,강북구
543,미아역.신일중고,서울특별시,강북구
544,번동한솔솔파크,서울특별시,강북구
545,인수초중학교,서울특별시,강북구
546,강북문화정보도서관,서울특별시,강북구
547,대성빌라정문,서울특별시,강북구
548,국립419묘지삼거리.윤극영가옥,서울특별시,강북구
549,화계유치원,서울특별시,강북구
550,강북보건소,서울특별시,강북구
551,제일슈퍼,서울특별시,강북구
552,수유동약국,서울특별시,강북구
553,한영교회,서울특별시,강북구
554,수유시장.성신여대미아캠퍼스앞,서울특별시,강북구
555,신일병원,서울특별시,강북구
556,아카데미하우스.통일교육원,서울특별시,강북구
557,모아빌라,서울특별시,강북구
558,삼양탕,서울특별시,강북구
559,현대백화점.E마트.빅토리아호텔,서울특별시,강북구
560,신원아파트.북서울꿈의숲교회,서울특별시,강북구
561,한신대신학대학원.화계사,서울특별시,강북구
562,SK아파트벽산아파트상가,서울특별시,강북구
563,기산아파트.2단지후문,서울특별시,강북구
564,미아사거리역,서울특별시,강북구
565,미아역6번출구.짱곱창,서울특별시,강북구
566,강북구청,서울특별시,강북구
567,당진슈퍼,서울특별시,강북구
568,가오리,서울특별시,강북구
569,번동주공3단지,서울특별시,강북구
570,홈빌라트,서울특별시,강북구
571,다리앞,서울특별시,강북구
572,미아역신일중고,서울특별시,강북구
573,꿈동산주유소,서울특별시,강북구
574,두산위브아파트,서울특별시,강북구
575,경남아너스빌.꿈의숲해링턴아파트,서울특별시,강북구
576,롯데백화점미아점,서울특별시,강북구
577,광산사거리,서울특별시,강북구
578,동문굿모닝힐,서울특별시,강북구
579,한성운수차고지,서울특별시,강북구
580,우이초등학교후문,서울특별시,강북구
581,8번지입구,서울특별시,강북구
582,북부수도사업소,서울특별시,강북구
583,성당앞,서울특별시,강북구
584,삼광학원,서울특별시,강북구
585,가오리,서울특별시,강북구
586,신원아파트.북서울꿈의숲교회,서울특별시,강북구
587,삼흥연립,서울특별시,강북구
588,광산사거리,서울특별시,강북구
589,보람미용실,서울특별시,강북구
590,SK아파트벽산아파트상가,서울특별시,강북구
591,꿈의숲해링턴아파트101동앞,서울특별시,강북구
592,광산사거리,서울특별시,강북구
593,수유1동주민센터.파출소,서울특별시,강북구
594,신일병원,서울특별시,강북구
595,북부시장입구,서울특별시,강북구
596,우이동차고지종점,서울특별시,강북구
597,번동초등학교,서울특별시,강북구
598,삼각산고.래미안트리베라,서울특별시,강북구
599,송중동주민센터,서울특별시,강북구
600,수연슈퍼,서울특별시,강북구
601,한일아파트정문,서울특별시,강북구
602,삼양동사거리,서울특별시,강북구
603,달팽이계단,서울특별시,강북구
604,삼각산동삼각산아이원아파트후문,서울특별시,강북구
605,홈빌라트,서울특별시,강북구
606,청수탕,서울특별시,강북구
607,성암국제무역고등학교,서울특별시,강북구
608,송중동한일유엔아이,서울특별시,강북구
609,본원정사,서울특별시,강북구
610,동성마트,서울특별시,강북구
611,수송초등학교,서울특별시,강북구
612,꿈의숲해링턴아파트105동앞,서울특별시,강북구
613,롯데백화점,서울특별시,강북구
614,강북보건소.번2동주민센터,서울특별시,강북구
615,성일빌딩,서울특별시,강북구
616,청소년독서실,서울특별시,강북구
617,쌍문교,서울특별시,강북구
618,빨래골입구,서울특별시,강북구
619,번동주공4단지,서울특별시,강북구
620,숭곡초등학교입구,서울특별시,강북구
621,삼성래미안아파트,서울특별시,강북구
622,청화슈퍼,서울특별시,강북구
623,수유역.강북구청,서울특별시,강북구
624,정은빌라,서울특별시,강북구
625,북서울꿈의숲,서울특별시,강북구
626,한신대신학대학원.화계사,서울특별시,강북구
627,SK아파트벽산아파트상가,서울특별시,강북구
628,삼양동사거리,서울특별시,강북구
629,금강산병원.전자공단,서울특별시,강북구
630,삼양초등학교,서울특별시,강북구
631,삼각산119안전센터,서울특별시,강북구
632,미양중고등학교.팔팔·미송경로당,서울특별시,강북구
633,수유역,서울특별시,강북구
634,삼성하이츠빌라,서울특별시,강북구
635,대성빌라정문,서울특별시,강북구
636,화계사입구,서울특별시,강북구
637,삼양신협,서울특별시,강북구
638,한양아파트입구.삼덕상운,서울특별시,강북구
639,인수초중학교,서울특별시,강북구
640,우이동도선사입구,서울특별시,강북구
641,실버복지센터,서울특별시,강북구
642,꿈의숲롯데캐슬아파트,서울특별시,강북구
643,주공5단지,서울특별시,강북구
644,한빛예술단,서울특별시,강북구
645,동북프라자,서울특별시,강북구
646,강북반석교회,서울특별시,강북구
647,율곡어린이놀이터,서울특별시,강북구
648,도봉세무서.성북시장,서울특별시,강북구
649,구세군강북종합사회복지관입구,서울특별시,강북구
650,미아사거리전철역,서울특별시,강북구
651,인수중학교.극동아파트,서울특별시,강북구
652,번동한솔솔파크,서울특별시,강북구
653,빨래골,서울특별시,강북구
654,삼각산고.래미안트리베라,서울특별시,강북구
