지방청,경찰서,관서명,구분,주소
경남청,거창,신원,파출소,경상남도 거창군 신원면 과정리 187-7
경남청,거창,고제,파출소,경상남도 거창군 고제면 입석2길 14번지
경남청,합천,중부,지구대,경상남도 합천군 합천읍 충효로 106-5
경남청,합천,가야,파출소,경상남도 합천군 가야면 가야시장로 19
경남청,합천,대병,파출소,경상남도 합천군 대병면 신성동길 20
경남청,합천,삼가,파출소,경상남도 합천군 삼가면 삼가1로 73
경남청,합천,야로,파출소,경상남도 합천군 야로면 가야산로 343
경남청,합천,봉산,파출소,경상남도 합천군 봉산면 서부로 4337 봉산파출소
경남청,합천,동부,파출소,경상남도 합천군 초계면 초계중앙로 43번지
경남청,창녕,영산,지구대,경상남도 창녕군 영산면 영산계성로 96
경남청,창녕,창녕읍,파출소,경상남도 창녕군 창녕읍 종로 61
경남청,창녕,남지,파출소,경상남도 창녕군 남지읍 선창길 9
경남청,창녕,부곡,파출소,경상남도 창녕군 부곡면 원앙로 188
경남청,창녕,대합,파출소,경상남도 창녕군 대합면 창한로 121
경남청,창녕,유어,파출소,경상남도 창녕군 유어면 우포1대로 563
경남청,창녕,이방,파출소,경상남도 창녕군 이방면 뒷골길 뒷골길3
경남청,고성,공룡,지구대,경상남도 고성군 대가면 대가로 27
경남청,고성,동해,파출소,경상남도 고성군 동해면 장기3길 136
경남청,고성,거류,파출소,경상남도 고성군 거류면 거류로 655
경남청,고성,회화,파출소,경상남도 고성군 회화면 배둔로19
경남청,고성,하이,파출소,경상남도 고성군 하이면 남일로 433
경남청,고성,상리,파출소,경상남도 고성군 상리면 척번정1길 98
경남청,고성,영오,파출소,경상남도 고성군 영오면 영산1길 11
경남청,하동,화개,파출소,경상남도 하동군 화개면 쌍계로 8
경남청,하동,악양,파출소,경상남도 하동군 악양면 악양서로 343
경남청,하동,횡천,파출소,경상남도 하동군 하동읍 경서대로 1207
경남청,하동,금남,파출소,경상남도 하동군 금남면 제먼당길 99
경남청,하동,금성,파출소,경상남도 하동군 금성면 금성중앙길 2 
경남청,하동,옥종,파출소,경상남도 하동군 옥종면 은행나무길 78
경남청,하동,읍내,파출소,경상남도 하동군 하동읍 중앙로 36
경남청,하동,진교,파출소,경상남도 하동군 진교면 민다리안길 114
경남청,남해,중앙,지구대,경상남도 남해군 남해읍 화전로96번길 30 중앙지구대
경남청,남해,창선,파출소,경상남도 남해군 창선면 창선로 99 창선파출소
경남청,남해,고현,파출소,경상남도 남해군 고현면 탑동로 75-4 고현파출소
경남청,남해,미조,파출소,경상남도 남해군 미조면 미송로 52 미조파출소
경남청,남해,삼동,파출소,경상남도 남해군 삼동면 동부대로1876번길 8 삼동파출소
경남청,남해,남면,파출소,경상남도 남해군 남면 남서대로 774 남면파출소
경남청,함양,읍내,파출소,경상남도 함양군 함양읍 교산4길 11
경남청,함양,안의,파출소,경상남도 함양군 안의면 금성길 15
경남청,함양,서상,파출소,경상남도 함양군 서상면 서상로 299-1
경남청,함양,수동,파출소,경상남도 함양군 수동면 수동길 11
경남청,함양,유림,파출소,경상남도 함양군 유림면 천왕봉로 2883
경남청,함양,백전,파출소,경상남도 함양군 백전면 구산대안로 10
경남청,함양,마천,파출소,경상남도 함양군 마천면 천왕봉로 1157
경남청,산청,경호,지구대,경상남도 산청군 산청읍 중앙로 34 
경남청,산청,시천,파출소,경상남도 산청군 시천면 덕산대포로 7-2
경남청,산청,단성,파출소,경상남도 산청군 단성면 목화로 1006
경남청,산청,신안,파출소,경상남도 산청군 신안면 지리산대로 3477
경남청,산청,신등,파출소,경상남도 산청군 신등면 신등가회로 21
경남청,함안,대산,파출소,경상남도 함안군 대산면 대산중앙로 174
경남청,함안,법수,파출소,경상남도 함안군 법수면 우거북길 48
경남청,함안,함안,파출소,경상남도 함안군 함안면 함안대로 111 
경남청,함안,칠서,파출소,경상남도 함안군 칠서면 청계2길 27
경남청,함안,군북,파출소,경상남도 함안군 군북면 함마대로 822
경남청,함안,가야,지구대,경상남도 함안군 가야읍 가야로 24
경남청,함안,칠원,지구대,경상남도 함안군 칠원읍 구성길 9
경남청,의령,중부,지구대,경남 의령군 의령읍 의병로 176
경남청,의령,유곡,파출소,경남 의령군 유곡면 마장로18-1
경남청,의령,정곡,파출소,경남 의령군 정곡면 법정로 930
경남청,의령,지정,파출소,경남 의령군 지정면 함의로 1527
경남청,의령,칠곡,파출소,경남 의령군 칠곡면 칠곡로 32
경남청,의령,화정,파출소,경남 의령군 화정면 화정로 297
경남청,의령,부림,파출소,경남 의령군 부림면 대한로 1757
제주청,제주동부,중앙,지구대,제주특별자치도 제주시  북성로 3
제주청,제주동부,남문,지구대,제주특별자치도 제주시  연신로 6
제주청,제주동부,오라,지구대,제주특별자치도 제주시  서광로 182
제주청,제주동부,삼양,지구대,제주특별자치도 제주시  일주동로 397
제주청,제주동부,아라,파출소,제주특별자치도 제주시 중앙로 609
제주청,제주동부,조천,파출소,제주특별자치도 제주시 조천읍 신북로 265
제주청,제주동부,함덕,파출소,제주특별자치도 제주시 조천읍 신북로 신북로 515
제주청,제주동부,구좌,파출소,제주특별자치도 제주시 구좌읍 구좌로 45
제주청,제주동부,추자,파출소,제주특별자치도 제주시 추자면 대서3길 2
제주청,제주동부,우도,파출소,제주특별자치도 제주시 우도면 우도로 21
제주청,제주서부,연동,지구대,제주특별자치도 제주시  신대로 97
제주청,제주서부,노형,지구대,제주특별자치도 제주시  광평동로 4
제주청,제주서부,하귀,파출소,제주특별자치도 제주시 애월읍 하귀로 47
제주청,제주서부,애월,파출소,제주특별자치도 제주시 애월읍 애월로 116-1
제주청,제주서부,한림,파출소,제주특별자치도 제주시 한림읍 한림로 651
제주청,제주서부,한경,파출소,제주특별자치도 제주시 한경면 두신로 133
제주청,제주서부,외도,파출소,제주특별자치도 내도동 723
제주청,서귀포,중동,지구대,제주특별자치도 서귀포시  태평로 552
제주청,서귀포,남원,파출소,제주특별자치도 서귀포시 남원읍 태위로 702
제주청,서귀포,성산,파출소,제주특별자치도 서귀포시 성산읍 성산중앙로 53 성산파출소
제주청,서귀포,표선,파출소,제주특별자치도 서귀포시 표선면 표선동서로 217
제주청,서귀포,안덕,파출소,제주특별자치도 서귀포시 안덕면 화순로 116
제주청,서귀포,대정,파출소,제주특별자치도 서귀포시 대정읍 상모로 310 
제주청,서귀포,중문,파출소,제주특별자치도 서귀포시  천제연로 165
제주청,서귀포,대신,파출소,제주특별자치도 서귀포시  신서귀로51번길 18
제주청,서귀포,효돈,파출소,제주특별자치도 서귀포시  효돈로 171-1
