지방청,경찰서,관서명,구분,주소
서울청,서울중부,을지,지구대,서울특별시 중구  을지로 234
서울청,서울중부,광희,지구대,서울특별시 중구  퇴계로 375-1
서울청,서울중부,약수,지구대,"서울특별시 중구  동호로 5길 15, 약수지구대"
서울청,서울중부,신당,파출소,"서울특별시 중구  다산로 248 (신당동, 신당파출소)"
서울청,서울중부,장충,파출소,서울특별시 중구  동호로 261
서울청,서울중부,충무,파출소,서울특별시 중구  퇴계로 178
서울청,서울중부,을지로3가,파출소,서울특별시 중구 충무로56-1
서울청,서울종로,종로2가,지구대,서울특별시 종로구  종로17길 4 종로2가파출소
서울청,서울종로,관수,파출소,서울특별시 종로구  삼일대로 386
서울청,서울종로,세검정,파출소,서울특별시 종로구  세검정로 226 
서울청,서울종로,평창,파출소,서울특별시 종로구  평창문화로 46
서울청,서울종로,삼청,파출소,서울특별시 종로구  삼청로 66
서울청,서울종로,통의,파출소,서울특별시 종로구  효자로 9
서울청,서울종로,청운,파출소,서울특별시 종로구  자하문로 92-1
서울청,서울종로,옥인,파출소,서울특별시 종로구  자하문로17길 24
서울청,서울종로,교남,파출소,서울특별시 종로구  송월길 167(교북동 10-38)
서울청,서울종로,세종로,파출소,서울특별시 중구  세종대로 141
서울청,서울종로,신문로,파출소,서울특별시 종로구  경희궁길 6-3
서울청,서울종로,사직,파출소,서울특별시 종로구  사직로9길 1
서울청,서울종로,청진,파출소,서울특별시 종로구  삼봉로 33 청진파출소
서울청,서울남대문,태평로,파출소,서울특별시 중구  다동길 11
서울청,서울남대문,서울역,파출소,서울특별시 중구  통일로 13
서울청,서울남대문,명동,파출소,서울특별시 중구  명동길 30 명동파출소
서울청,서울남대문,남대문,파출소,서울특별시 중구  남대문시장4길 28-16
서울청,서울남대문,중림,파출소,서울특별시 중구  중림로 36
서울청,서울남대문,회현,파출소,서울특별시 중구  퇴계로6길 3-10
서울청,서울남대문,서소문,파출소,서울특별시 중구  서소문로 131-1 서소문파출소
서울청,서울서대문,충정로,지구대,서울특별시 서대문구  독립문로 25-1
서울청,서울서대문,신촌,지구대,서울특별시 서대문구  신촌역로 22
서울청,서울서대문,홍은,파출소,서울특별시 서대문구 세검정로1길 112
서울청,서울서대문,연희,파출소,서울특별시 서대문구  연희로25길 73
서울청,서울서대문,남가좌,파출소,서울특별시 서대문구  가재울로4길 51
서울청,서울서대문,북가좌,파출소,서울특별시 서대문구  증가로 244
서울청,서울서대문,홍제,파출소,서울특별시 서대문구  통일로 441-1
서울청,서울서대문,홍은2,파출소,서울특별시 서대문구  연희로 298
서울청,서울혜화,혜화,파출소,서울특별시 종로구  창경궁로 279 
서울청,서울혜화,대학로,파출소,서울특별시 종로구  이화장2길 33
서울청,서울혜화,명륜,파출소,서울특별시 종로구  성균관로 78
서울청,서울혜화,창신,파출소,서울특별시 종로구  지봉로13길 20-12
서울청,서울혜화,동묘,파출소,서울특별시 종로구  종로58가길 19 동묘파출소
서울청,서울혜화,덕산,파출소,서울특별시 종로구  창신길 98
서울청,서울혜화,종로5가,파출소,서울특별시 종로구  동호로 407
서울청,서울혜화,효제,파출소,서울특별시 종로구  종로41나길 24-6
서울청,서울용산,원효,지구대,서울특별시 용산구  백범로 329
서울청,서울용산,용중,지구대,"서울특별시 용산구  후암로16나길 17, 용중지구대"
서울청,서울용산,이태원,파출소,서울특별시 용산구  이태원로 184
서울청,서울용산,한남,파출소,"서울특별시 용산구  대사관로34길 53, 한남파출소"
서울청,서울용산,보광,파출소,"서울특별시 용산구  보광로 25-1, 보광파출소"
서울청,서울용산,용산역,파출소,"서울특별시 용산구  한강대로198-2, 용산역파출소"
서울청,서울용산,한강로,지구대,서울특별시 용산구  서빙고로67
서울청,서울성북,돈암,지구대,서울특별시 성북구  아리랑로5길 54
서울청,서울성북,안암,지구대,서울특별시 성북구  지봉로21길 45
서울청,서울성북,길음,지구대,서울특별시 성북구  삼양로13길 51 길음지구대
서울청,서울성북,정릉,파출소,서울특별시 성북구  솔샘로 111
서울청,서울성북,정릉2,파출소,서울특별시 성북구  정릉로26길 6 정릉2파출소
서울청,서울성북,성북,파출소,서울특별시 성북구  성북로 94  성북파출소
서울청,서울동대문,답십리,지구대,서울시 동대문구 사가정로 2길 9
서울청,서울동대문,용신,지구대,서울특별시 동대문구  청계천로549
서울청,서울동대문,청량리,파출소,서울특별시 동대문구 약령시로21길 15
서울청,서울동대문,제기,파출소,서울특별시 동대문구 약령시로 17길 59-11
서울청,서울동대문,전농1,파출소,서울특별시 동대문구 서울시립대로 56
서울청,서울동대문,전농2,파출소,서울특별시 동대문구 전농로38다길 21
서울청,서울동대문,장안1,파출소,서울특별시 동대문구 한천로20길 7
서울청,서울동대문,장안2,파출소,서울특별시 동대문구  답십리로 69길 100
서울청,서울동대문,이문,지구대,서울특별시 동대문구  한천로 402
서울청,서울동대문,휘경,파출소,서울특별시 동대문구  한천로 266
서울청,서울동대문,회기,파출소,서울특별시 동대문구  회기로18길 2
서울청,서울마포,서강,지구대,"서울특별시 마포구  독막로22길 8(창전동, 서강지구대)"
서울청,서울마포,공덕,지구대,서울특별시 마포구 마포대로 195-1
서울청,서울마포,월드컵,지구대,서울특별시 마포구  월드컵북로 30길 24
서울청,서울마포,홍익,지구대,서울특별시 마포구  양화로11길 63
서울청,서울마포,용강,지구대,서울특별시 마포구 토정로31길 35
서울청,서울마포,상암,파출소,서울특별시 마포구  매봉산로 76
서울청,서울마포,망원,파출소,서울특별시 마포구  망원로2길 63
서울청,서울마포,연남,파출소,서울특별시 마포구  연남로 4
서울청,서울영등포,중앙,지구대,서울특별시 영등포구  영등포로46길 14
서울청,서울영등포,여의도,지구대,서울특별시 영등포구  여의공원로 120 여의도지구대
서울청,서울영등포,문래,지구대,서울특별시 영등포구  경인로 759
서울청,서울영등포,신풍,지구대,서울특별시 영등포구 신길동 4533-16
서울청,서울영등포,신길,지구대,서울특별시 영등포구  신길로60다길 16 
서울청,서울영등포,양평,파출소,서울특별시 영등포구  선유로 95
서울청,서울영등포,당산,지구대,서울특별시 영등포구  당산로 221
서울청,서울영등포,대림,지구대,서울특별시 영등포구  대림로23길 16-1
서울청,서울영등포,대림3,파출소,서울특별시 영등포구 대림로 197
서울청,서울영등포,영등포역,파출소,서울특별시 영등포구 경인로102길 13
서울청,서울성동,한양,지구대,서울특별시 성동구  사근동길 5
서울청,서울성동,성수,지구대,서울특별시 성동구  광나루로2길 35 성수지구대
서울청,서울성동,서울숲,지구대,서울특별시 성동구  성덕정길 77-2
서울청,서울성동,왕십리,파출소,서울특별시 성동구  마장로 205
서울청,서울성동,행당,파출소,서울특별시 성동구  행당로 89
서울청,서울성동,옥수,파출소,서울특별시 성동구  독서당로 211
서울청,서울성동,금호,파출소,서울특별시 성동구  금호로11길 2-1
서울청,서울성동,응봉,파출소,서울특별시 성동구  독서당로 373 응봉파출소
서울청,서울성동,용답,파출소,서울특별시 성동구  용답중앙길 49 용답파출소
서울청,서울동작,사당,지구대,서울특별시 동작구  동작대로9길 35
서울청,서울동작,노량진,지구대,서울특별시 동작구  등용로12나길 2
서울청,서울동작,상도,지구대,서울특별시 동작구  등용로 24 
서울청,서울동작,남성,지구대,서울특별시 동작구 사당로17나길 4
서울청,서울동작,흑석,지구대,서울특별시 동작구 노량진로 248
서울청,서울동작,신대방,지구대,서울특별시 동작구 신대방1다길 24
서울청,서울동작,대방,파출소,서울특별시 동작구 여의대방로 130
서울청,서울광진,광나루,지구대,서울특별시 광진구 아차산로 567
서울청,서울광진,화양,지구대,서울특별시 광진구  능동로17길 39 화양지구대
서울청,서울광진,중곡1,파출소,서울특별시 광진구 능동로 385
서울청,서울광진,중곡2,파출소,서울특별시 광진구  능동로 346
서울청,서울광진,중곡3,파출소,서울특별시 광진구 동일로76가길 28
서울청,서울광진,중곡4,파출소,서울특별시 광진구  용마산로24길 7
서울청,서울광진,자양,파출소,서울특별시 광진구 뚝섬로36길 9
서울청,서울광진,자양1,파출소,서울특별시 광진구  자양번영로 80
서울청,서울광진,자양4,파출소,서울특별시 광진구  뚝섬로22가길 43번지 자양4파출소
서울청,서울광진,구의,파출소,서울특별시 광진구 광나루로 43길 26 구의파출소
서울청,서울서부,응암,지구대,서울특별시 은평구  은평로 171
서울청,서울서부,신사,지구대,서울특별시 은평구  은평터널로5길 6호
서울청,서울서부,녹번,파출소,서울특별시 은평구  진흥로 진흥로200
서울청,서울서부,응암3,파출소,서울특별시 은평구  응암로 208 
서울청,서울서부,역촌,파출소,서울특별시 은평구  연서로 61
서울청,서울강북,미아,지구대,서울특별시 강북구 도봉로 127
서울청,서울강북,솔샘,지구대,서울특별시 강북구 오현로 4
서울청,서울강북,수유1,파출소,서울특별시 강북구  삼양로 305
서울청,서울강북,수유2,파출소,서울특별시 강북구 삼각산로 115
서울청,서울강북,수유3,파출소,서울특별시 강북구  한천로150길 76
서울청,서울강북,인수,파출소,서울특별시 강북구 인수봉로 227
서울청,서울강북,번동,파출소,서울특별시 강북구  한천로 969
서울청,서울강북,번3,파출소,서울특별시 강북구  월계로 227
서울청,서울강북,삼양,파출소,서울특별시 강북구  삼양로 239-1
서울청,서울금천,금천,파출소,서울특별시 금천구 시흥대로57길 45
서울청,서울금천,문성,지구대,서울특별시 금천구  독산로 76길 20
서울청,서울금천,백산,지구대,서울특별시 금천구  탑골로2길 37 백산지구대
서울청,서울금천,가산,파출소,서울특별시 금천구  벚꽃로56길 174
서울청,서울금천,독산,파출소,서울특별시 금천구  벚꽃로10길 89
서울청,서울중랑,망우,지구대,서울특별시 중랑구  망우로 391
서울청,서울중랑,중화,지구대,서울특별시 중랑구  중랑천로 146
서울청,서울중랑,용마,지구대,서울특별시 중랑구 동일로 566
서울청,서울중랑,봉화,지구대,서울특별시 중랑구  신내로 177
서울청,서울중랑,면목본동,파출소,서울특별시 중랑구  상봉로 27
서울청,서울중랑,면목삼팔,파출소,서울특별시 중랑구  사가정로41길 45 (면목3.8파출소)
서울청,서울중랑,상봉,파출소,서울특별시 중랑구  중랑천로 69 상봉파출소
서울청,서울중랑,먹골,파출소,서울특별시 중랑구 숙선옹주로7길 1
서울청,서울강남,역삼,지구대,서울특별시 강남구 영동대로112길 4
서울청,서울강남,논현1,파출소,서울특별시 강남구 선릉로626
서울청,서울강남,논현2,파출소,서울특별시 강남구  학동로95길 19
서울청,서울강남,삼성1,파출소,서울특별시 강남구  도산대로 143
서울청,서울강남,삼성2,파출소,서울특별시 강남구  학동로169
서울청,서울강남,청담,파출소,서울특별시 강남구  학동로 227 논현2파출소
서울청,서울강남,신사,파출소,서울특별시 강남구 압구정로311
서울청,서울강남,압구정,파출소,서울특별시 강남구 테헤란로114길 11(강남경찰서)
서울청,서울관악,당곡,지구대,서울특별시 관악구  남부순환로191길 12 당곡지구대
서울청,서울관악,낙성대,지구대,"서울특별시 관악구  봉천로 540, 낙성대지구대"
서울청,서울관악,신림,지구대,서울특별시 관악구  남부순환로188길 12 신림지구대
서울청,서울관악,관악산,지구대,서울특별시 관악구  신림로 178 관악산지구대
서울청,서울관악,구암,지구대,서울특별시 관악구 은천로 93
서울청,서울관악,남현,파출소,서울특별시 관악구  남현1가길 29 남현파출소
서울청,서울관악,난우,파출소,서울특별시 관악구  난곡로64 난우파출소
서울청,서울관악,미성,파출소,서울특별시 관악구  난곡로64가길 31
서울청,서울관악,신사,지구대,서울특별시 관악구  신사로 106
서울청,서울강서,화곡,지구대,서울특별시 강서구  화곡로 310
서울청,서울강서,공항,지구대,서울특별시 강서구  방화동로 5 공항지구대
서울청,서울강서,까치산,지구대,서울특별시 강서구  강서로7길 39
서울청,서울강서,가양,지구대,서울특별시 강서구 화곡로65길 63
서울청,서울강서,곰달래,지구대,서울특별시 강서구  곰달래로59길 12
서울청,서울강서,방화3,파출소,서울특별시 강서구  금낭화로26길 16
서울청,서울강서,염창,지구대,서울특별시 강서구  공항대로59다길 80
서울청,서울강서,등촌2,파출소,서울특별시 강서구  등촌로 167 등촌2파출소
서울청,서울강서,발산,지구대,서울특별시 강서구  수명로2길 46 발산파출소
서울청,서울강서,화곡3,파출소,서울특별시 강서구  강서로45다길 71
서울청,서울강동,천호,지구대,"서울특별시 강동구  구천면로 141, 천호지구대"
서울청,서울강동,길동,지구대,서울특별시 강동구 양재대로96길 35
서울청,서울강동,성내,지구대,서울특별시 강동구  성내로 57 성내지구대 
서울청,서울강동,암사,지구대,서울특별시 강동구  고덕로 137 암사지구대
서울청,서울강동,둔촌,파출소,서울특별시 강동구  진황도로 239 둔촌파출소
서울청,서울강동,명일,파출소,서울특별시 강동구 동남로 895 명일파출소
서울청,서울강동,강일,파출소,서울특별시 강동구  아리수로91길 20
서울청,서울강동,고덕,파출소,서울특별시 강동구  고덕로 61길61
서울청,서울강동,상일,파출소,서울특별시 강동구 고덕로 80길 7
서울청,서울종암,석관,파출소,서울특별시 성북구  화랑로32가길 20 석관파출소
서울청,서울종암,장위,지구대,서울특별시 성북구  화랑로19길 85 장위지구대
서울청,서울종암,월곡,지구대,서울특별시 성북구  종암로32길 5 월곡지구대
서울청,서울종암,종암,파출소,서울특별시 성북구  종암로23길 52
서울청,서울구로,신구로,지구대,서울특별시 구로구 새말로 26 신구로지구대
서울청,서울구로,오류,지구대,서울특별시 구로구  고척로1길 34 오류지구대
서울청,서울구로,구일,지구대,서울특별시 구로구  도림로 63 구일지구대
서울청,서울구로,고척,지구대,서울특별시 구로구 중앙로 15길 30 고척지구대
서울청,서울구로,개봉,지구대,서울특별시 구로구  개봉로18길 5 개봉지구대
서울청,서울구로,구로3,파출소,서울특별시 구로구  디지털로31길 86 구로3파출소
서울청,서울구로,가리봉,파출소,서울특별시 구로구 남부순환로 1275 가리봉파출소
서울청,서울구로,천왕,파출소,서울특별시 구로구 오리로 1102-8
서울청,서울서초,반포,지구대,서울특별시 서초구 신반포로190
서울청,서울서초,서초2,파출소,서울 서초구 서운로 38
서울청,서울서초,서초3,파출소,서울 서초구 반포대로30길 40
서울청,서울서초,양재,파출소,서울 서초구 남부순환로356길 9
서울청,서울서초,서초,파출소,서울 서초구 효령로 297
서울청,서울서초,우면,파출소,서울 서초구 바우뫼로 45
서울청,서울서초,내곡,파출소,서울특별시 서초구 헌릉로 226
서울청,서울양천,목1,지구대,서울특별시 양천구  목동동로 373
서울청,서울양천,목2,지구대,서울특별시 양천구  등촌로 166
서울청,서울양천,신정1,지구대,서울특별시 양천구  중앙로32길 65
서울청,서울양천,신정2,지구대,서울특별시 양천구 목동로17길 5
서울청,서울양천,신월2,지구대,서울특별시 양천구 지양로 55
서울청,서울양천,신월1,파출소,서울특별시 양천구  남부순환로59길 8 
서울청,서울양천,신정3,파출소,서울특별시 양천구  중앙로 205
서울청,서울양천,신월5,파출소,서울특별시 양천구  남부순환로31길 37
서울청,서울송파,방이,지구대,서울특별시 송파구  양재대로71길 5-6
서울청,서울송파,잠실,지구대,서울특별시 송파구  올림픽로 101
서울청,서울송파,삼전,지구대,서울특별시 송파구  백제고분로 238
서울청,서울송파,가락,지구대,서울특별시 송파구  중대로 179
서울청,서울송파,문정,지구대,서울특별시 송파구 충민로2길 18
서울청,서울송파,마천,파출소,서울특별시 송파구  마천로 41길 8
서울청,서울송파,거여,파출소,서울특별시 송파구 새말로15길 9
서울청,서울송파,풍납,파출소,서울특별시 송파구  토성로 64
서울청,서울송파,오금,파출소,서울특별시 송파구  마천로8길 17
서울청,서울송파,신천,파출소,서울특별시 송파구  올림픽로35길 12 
서울청,서울송파,위례,파출소,서울특별시 송파구 위례순환로 369
서울청,서울노원,당현,지구대,서울특별시 노원구  노원로17길 64번지
서울청,서울노원,월계,지구대,서울특별시 노원구  월계로55길 58
서울청,서울노원,화랑,지구대,서울특별시 노원구  동일로 1034
서울청,서울노원,노원역,지구대,서울특별시 노원구 노원로431
서울청,서울노원,불암,지구대,서울특별시 노원구  한글비석로 277
서울청,서울노원,마들,지구대,서울특별시 노원구  한글비석로 489 마들지구대
서울청,서울노원,당고개,파출소,서울특별시 노원구  상계로35길 29(임시청사)
서울청,서울노원,상계1,파출소,서울특별시 노원구  동일로 1693
서울청,서울방배,남태령,지구대,서울특별시 서초구  동작대로 34 남태령지구대
서울청,서울방배,서래,파출소,서울특별시 서초구  신반포로 16길 15-14
서울청,서울방배,이수,파출소,서울특별시 서초구  동광로19길 38
서울청,서울방배,방배1,파출소,서울특별시 서초구  방배로16길 16-8
서울청,서울은평,불광,지구대,서울특별시 은평구  연서로 290
서울청,서울은평,연신내,지구대,서울특별시 은평구  갈현로 195
서울청,서울은평,진관,파출소,서울특별시 은평구  진관3로 38 진관파출소
서울청,서울은평,대조,파출소,서울특별시 은평구  통일로 737
서울청,서울도봉,창동,지구대,서울특별시 도봉구 노해로 392
서울청,서울도봉,신창,파출소,서울특별시 도봉구  도봉로104길 49-5
서울청,서울도봉,방학,파출소,서울특별시 도봉구  도봉로145길 45 방학파출소
서울청,서울도봉,신방학,파출소,서울특별시 도봉구  시루봉로5길 10
서울청,서울도봉,도봉1,파출소,서울특별시 도봉구  도봉로169길 43 도봉1파출소
서울청,서울도봉,도봉2,파출소,서울특별시 도봉구 도봉로 180나길 33
서울청,서울도봉,쌍문,파출소,서울특별시 도봉구  방학로3길 132
서울청,서울도봉,숭미,파출소,서울특별시 도봉구  노해로 139 숭미파출소
서울청,서울수서,도곡,지구대,서울특별시 강남구  언주로 426
서울청,서울수서,대치,지구대,서울특별시 강남구  삼성로 203
서울청,서울수서,수서,파출소,서울특별시 강남구  밤고개로1길 48
서울청,서울수서,대왕,파출소,서울특별시 강남구  헌릉로 623
서울청,서울수서,일원,지구대,서울특별시 강남구  일원로3길 35 일원파출소
서울청,서울수서,개포,지구대,서울특별시 강남구  개포로 261(1268)
부산청,부산중부,남포,지구대,부산광역시 중구  해관로 19
부산청,부산중부,영주,파출소,부산광역시 중구  동영로 77
부산청,부산중부,부평,파출소,부산광역시 중구  보수대로44번길 27
부산청,부산중부,보수,파출소,부산광역시 중구  흑교로 77
부산청,부산중부,대청,파출소,부산광역시 중구  중구로 103-1
부산청,부산동래,내성,지구대,부산광역시 동래구  동래로 109
부산청,부산동래,충렬,지구대,부산광역시 동래구  반송로 207
부산청,부산동래,온천,지구대,부산광역시 동래구  금강공원로 70
부산청,부산동래,사직,지구대,부산광역시 동래구  중앙대로1277번길 41
부산청,부산동래,온천3,파출소,부산광역시 동래구  석사북로 93
부산청,부산동래,낙민,파출소,부산광역시 동래구  온천천로 359
부산청,부산영도,동삼,지구대,부산광역시 영도구  태종로 618 동삼지구대
부산청,부산영도,영선,지구대,부산광역시 영도구  남항시장길 328
부산청,부산영도,청학,파출소,부산광역시 영도구  태종로 395
부산청,부산영도,대교,파출소,부산광역시 영도구  태종로 81(대교동2가)
부산청,부산동부,초량,지구대,부산광역시 동구  초량상로 65번길2
부산청,부산동부,수성,지구대,부산광역시 동구  망양로 811
부산청,부산동부,자성대,파출소,부산광역시 동구  자성공원로 15
부산청,부산동부,좌천,파출소,부산광역시 동구  중앙대로 491-4
부산청,부산동부,범곡,파출소,부산광역시 동구  범상로 10-1
부산청,부산진,양정,지구대,부산광역시 부산진구  동평로 342
부산청,부산진,부전,지구대,부산광역시 부산진구  부전로 185
부산청,부산진,서면,지구대,부산광역시 부산진구  신암로 56
부산청,부산진,당감,지구대,부산광역시 부산진구  당감로 17-1
부산청,부산진,성지,지구대,부산광역시 부산진구  성지로113번길 27
부산청,부산진,가야,지구대,부산광역시 부산진구  가야공원로 10
부산청,부산진,부암,지구대,부산광역시 부산진구  신천대로 283
부산청,부산진,범천1,파출소,부산광역시 부산진구  중앙번영로 10
부산청,부산진,전포,파출소,부산광역시 부산진구  전포대로 165
부산청,부산진,개금,파출소,부산광역시 부산진구 백양대로208번길 137
부산청,부산서부,송도,지구대,부산광역시 서구 충무대로 84
부산청,부산서부,구덕,지구대,부산광역시 서구  보수대로 258-5
부산청,부산서부,충무,지구대,부산광역시 서구  구덕로118번길 13
부산청,부산서부,아미,파출소,부산광역시 서구  해돋이로 267
부산청,부산남부,문현,지구대,부산광역시 남구  전포대로 20번길 47
부산청,부산남부,용호,지구대,부산광역시 남구  분포로 1
부산청,부산남부,대연,지구대,부산광역시 남구  수영로 328
부산청,부산남부,광남,지구대,부산광역시 수영구  수영로554번길 52
부산청,부산남부,광민,지구대,부산광역시 수영구  광안해변로295번길 22
부산청,부산남부,못골,파출소,부산광역시 남구 진남로 46번길 37
부산청,부산남부,우암,파출소,부산광역시 남구  우암로 170
부산청,부산남부,용당,파출소,부산광역시 남구 신선로 318
부산청,부산남부,감만,파출소,부산광역시 남구 우암로86
부산청,부산해운대,재송,지구대,부산광역시 해운대구 해운대로161번길 17
부산청,부산해운대,우동,지구대,부산광역시 해운대구  해운대로 398
부산청,부산해운대,중동,지구대,부산광역시 해운대구  좌동순환로433번길 32
부산청,부산해운대,좌동,지구대,부산광역시 해운대구  좌동순환로 185
부산청,부산해운대,반여,지구대,부산광역시 해운대구  선수촌로21번길 64
부산청,부산해운대,송정,파출소,부산광역시 해운대구  송정중앙로8번길 65 송정파출소
부산청,부산해운대,반석,파출소,부산광역시 해운대구  아랫반송로 6
부산청,부산해운대,반송,파출소,부산광역시 해운대구  신반송로 177(반송동)
부산청,부산해운대,반여2·3,파출소,부산광역시 해운대구  재반로 197
부산청,부산사상,주례,지구대,부산광역시 사상구  주례로 141
부산청,부산사상,학장,파출소,부산광역시 사상구  학감대로 123번길 4
부산청,부산사상,감전,지구대,부산광역시 사상구  가야대로 39
부산청,부산사상,삼락,지구대,부산광역시 사상구  모덕로 13
부산청,부산사상,덕포,파출소,부산광역시 사상구  삼덕로 73번길 46
부산청,부산사상,엄궁,파출소,부산광역시 사상구 낙동대로 740
부산청,부산금정,부곡,지구대,부산광역시 금정구  부곡로 136 (부곡동) 부곡지구대
부산청,부산금정,장전,지구대,부산광역시 금정구  금정로 49 (장전동) 장전지구대
부산청,부산금정,범어,지구대,부산광역시 금정구  팔송로39길 56 (남산동) 범어지구대
부산청,부산금정,서금,지구대,부산광역시 금정구  반송로 482-1 (금사동) 서금지구대
부산청,부산금정,팔송,파출소,부산광역시 금정구  중앙대로 2106 (청룡동) 팔송파출소
부산청,부산사하,괴정,지구대,부산광역시 사하구  낙동대로 264
부산청,부산사하,하단,지구대,부산광역시 사하구  하신중앙로 316
부산청,부산사하,감천,지구대,부산광역시 사하구  감천로103
부산청,부산사하,다대,지구대,부산광역시 사하구  다송로 46
부산청,부산사하,신평,파출소,부산광역시 사하구  하신중앙로 171
부산청,부산사하,장림,파출소,부산광역시 사하구  다대로 239
부산청,부산연제,토곡,지구대,부산광역시 연제구 과정로164번길 16
부산청,부산연제,연일,지구대,부산광역시 연제구 반송로 18
부산청,부산연제,거제,지구대,부산광역시 연제구 거제대로178번길 51-1
부산청,부산연제,연산,파출소,부산광역시 연제구 연수로 207
부산청,부산연제,망미1,파출소,부산광역시 수영구 망미로8번길 74
부산청,부산연제,수영망미2,파출소,부산광역시 수영구 수영성로 36-1 (수영동)
부산청,부산강서,가락,파출소,부산광역시 강서구  가락대로 1465
부산청,부산강서,강동,파출소,부산광역시 강서구  제도로 1191
부산청,부산강서,대저,파출소,부산광역시 강서구  대저로 284
부산청,부산강서,공항,파출소,부산광역시 강서구  공항진입로 39
부산청,부산강서,녹산,파출소,부산광역시 강서구  낙동남로604번길 2-17
부산청,부산강서,신호,파출소,부산광역시 강서구 녹산산단335로 12-22
부산청,부산강서,명지,파출소,부산광역시 강서구  명지국제2로28번길 13
부산청,부산강서,가덕도,파출소,부산광역시 강서구 동선길 134
부산청,부산강서,지사,파출소,부산광역시 강서구 과학산단2로20번길 7-20
부산청,부산북부,덕천,지구대,부산광역시 북구  금곡대로 66-8
부산청,부산북부,구포,지구대,부산광역시 북구  시랑로79번길 3
부산청,부산북부,만덕,지구대,부산광역시 북구  은행나무로36번가길 24
부산청,부산북부,화명,지구대,부산광역시 북구  용당로 6
부산청,부산북부,금곡,파출소,부산광역시 북구  금곡대로 462
부산청,부산기장,기장,지구대,부산광역시 기장군 기장읍 차성동로 94-6 
부산청,부산기장,일광,파출소,부산광역시 기장군 일광면 일광로 77-15 
부산청,부산기장,장안,파출소,부산광역시 기장군 장안읍 해맞이로 5 
부산청,부산기장,정관,지구대,부산광역시 기장군 정관읍 용수로 17 
부산청,부산기장,철마,파출소,부산광역시 기장군 철마면 철마로 473 
대구청,대구중부,서문,지구대,대구광역시 중구  국채보상로 99길 12
대구청,대구중부,동덕,지구대,대구광역시 중구 국채보상로 140길 16
대구청,대구중부,남산,지구대,대구광역시 중구  달구벌대로 2048
대구청,대구중부,중앙,파출소,대구광역시 중구  중앙대로 81길 88
대구청,대구동부,큰고개,지구대,대구광역시 동구  효목로19길 143
대구청,대구동부,동촌,지구대,대구광역시 동구  해동로 184
대구청,대구동부,안심,지구대,대구광역시 동구  반야월로 219
대구청,대구동부,남신암,지구대,대구광역시 동구  대현로 126 
대구청,대구동부,동대구,지구대,대구광역시 동구  동대구로85길 53 
대구청,대구동부,팔공,파출소,대구광역시 동구 팔공로 197길 47
대구청,대구동부,공산,파출소,대구광역시 동구 파계로 546
대구청,대구동부,봉무불로,파출소,대구광역시 동구 위남로9
대구청,대구동부,동내혁신,파출소,대구 동구 동내로 120
대구청,대구서부,평산,지구대,대구광역시 서구  달서로26길 1
대구청,대구서부,서도,지구대,대구광역시 서구  국채보상로 260
대구청,대구서부,이현,지구대,대구광역시 서구  국채보상로 117
대구청,대구서부,비원,지구대,대구광역시 서구  고성로 83
대구청,대구서부,내당4동,파출소,대구광역시 서구  달구벌대로 1737
대구청,대구남부,봉천,지구대,대구광역시 남구  봉덕로 87
대구청,대구남부,동대명,지구대,대구광역시 남구  양지로 100
대구청,대구남부,서대명,파출소,대구광역시 남구 대명남로 177
대구청,대구남부,대명,파출소,대구광역시 남구  두류공원로 113
대구청,대구남부,남대명,파출소,대구광역시 남구  대명남로 55
대구청,대구북부,노원,지구대,대구광역시 북구  오봉로 122
대구청,대구북부,복현,지구대,대구광역시 북구  경진로1길 50
대구청,대구북부,고성,지구대,대구광역시 북구  침산로 24
대구청,대구북부,산격,지구대,대구광역시 북구  연암로 114
대구청,대구수성,고산,지구대,대구광역시 수성구  고산로 150
대구청,대구수성,황금,지구대,대구광역시 수성구  청수로 245
대구청,대구수성,만촌,지구대,대구광역시 수성구  무열로 111
대구청,대구수성,상동,지구대,대구광역시 수성구  들안로 54
대구청,대구수성,지산,지구대,대구광역시 수성구  지범로 155
대구청,대구수성,범어,지구대,대구광역시 수성구  동대구로 313
대구청,대구수성,파동,파출소,대구광역시 수성구  파동로 2길 30
대구청,대구달서,월배,지구대,대구광역시 달서구  월배로 108
대구청,대구달서,상인,지구대,대구광역시 달서구  상인서로 36
대구청,대구달서,송현,지구대,대구광역시 달서구  학산로 184
대구청,대구달서,월성,파출소,대구광역시 달서구  월성로 69
대구청,대구달서,대곡,파출소,대구광역시 달서구  갈밭로 51
대구청,대구성서,신당,지구대,대구광역시 달서구  선원로 62
대구청,대구성서,죽전,파출소,대구광역시 달서구  용산로 212
대구청,대구성서,성당,파출소,대구광역시 달서구  구마로39길 83-16
대구청,대구성서,두류3동,파출소,대구광역시 달서구  야외음악당로 202
대구청,대구성서,성서,파출소,대구광역시 달서구  달구벌대로 1327
대구청,대구성서,용산,파출소,대구광역시 달서구  선원로 276
대구청,대구성서,두류,파출소,대구광역시 달서구  야외음악당로 280
대구청,대구성서,감삼,파출소,대구광역시 달서구  달구벌대로 1606
대구청,대구달성,가창,파출소,대구광역시 달성군 가창면 가창로 1076
대구청,대구달성,공단,파출소,대구광역시 달성군 논공읍 논공중앙로33길 7
대구청,대구달성,논공,파출소,대구광역시 달성군 논공읍 비슬로 1788
